,PCP_PC,PCP_PO,PCP_NP,PCP_CY,PCP_AR,PCP_BS,PCP_HB,PCP_HL,PCP_SC,PCP_SM,PCP_LR,type
1789,0.154,0.137,0.575,0.049,0.06,0.154,0.512,0.214,0.042,0.551,0.449,nonDRNA
1790,0.126,0.174,0.48,0.027,0.084,0.126,0.486,0.219,0.036,0.45,0.55,nonDRNA
1791,0.125,0.238,0.444,0.036,0.087,0.125,0.467,0.217,0.015,0.531,0.469,nonDRNA
1792,0.104,0.19,0.556,0.075,0.125,0.104,0.527,0.222,0.029,0.581,0.419,nonDRNA
1793,0.117,0.177,0.532,0.046,0.096,0.117,0.496,0.209,0.028,0.5,0.5,nonDRNA
1794,0.171,0.145,0.52,0.046,0.099,0.171,0.474,0.25,0.046,0.454,0.546,nonDRNA
1795,0.184,0.2,0.421,0.042,0.116,0.184,0.447,0.268,0.037,0.447,0.553,nonDRNA
1796,0.094,0.202,0.595,0.05,0.069,0.094,0.564,0.18,0.046,0.56,0.44,nonDRNA
1797,0.184,0.173,0.441,0.032,0.078,0.184,0.432,0.262,0.051,0.476,0.524,nonDRNA
1798,0.147,0.171,0.488,0.06,0.143,0.147,0.452,0.249,0.028,0.447,0.553,nonDRNA
1799,0.134,0.17,0.534,0.051,0.067,0.134,0.486,0.217,0.016,0.549,0.451,nonDRNA
1800,0.122,0.232,0.528,0.067,0.118,0.122,0.429,0.252,0.059,0.547,0.453,nonDRNA
1801,0.114,0.242,0.486,0.029,0.13,0.114,0.533,0.193,0.069,0.427,0.573,nonDRNA
1802,0.148,0.127,0.535,0.077,0.07,0.148,0.479,0.261,0.021,0.507,0.493,nonDRNA
1803,0.146,0.175,0.532,0.047,0.088,0.146,0.48,0.24,0.07,0.579,0.421,nonDRNA
1804,0.115,0.106,0.567,0.023,0.032,0.115,0.53,0.184,0.065,0.512,0.488,nonDRNA
1805,0.159,0.197,0.481,0.032,0.086,0.159,0.481,0.228,0.042,0.448,0.552,nonDRNA
1806,0.113,0.248,0.47,0.058,0.127,0.113,0.455,0.239,0.024,0.539,0.461,nonDRNA
1807,0.172,0.229,0.378,0.029,0.095,0.172,0.397,0.254,0.05,0.445,0.555,nonDRNA
1808,0.127,0.168,0.546,0.055,0.066,0.127,0.503,0.214,0.043,0.578,0.422,nonDRNA
1809,0.158,0.145,0.526,0.039,0.099,0.158,0.48,0.237,0.053,0.447,0.553,nonDRNA
1810,0.158,0.145,0.526,0.039,0.099,0.158,0.48,0.237,0.059,0.447,0.553,nonDRNA
1811,0.145,0.258,0.367,0.032,0.063,0.145,0.416,0.253,0.032,0.511,0.489,nonDRNA
1812,0.148,0.219,0.443,0.034,0.152,0.148,0.477,0.257,0.038,0.418,0.582,nonDRNA
1813,0.103,0.287,0.449,0.051,0.096,0.103,0.471,0.243,0.088,0.61,0.39,nonDRNA
1814,0.124,0.206,0.543,0.074,0.12,0.124,0.522,0.244,0.034,0.537,0.463,nonDRNA
1815,0.107,0.167,0.607,0.056,0.048,0.107,0.567,0.189,0.033,0.556,0.444,nonDRNA
1816,0.098,0.249,0.496,0.034,0.117,0.098,0.491,0.22,0.027,0.562,0.438,nonDRNA
1817,0.141,0.191,0.494,0.044,0.071,0.141,0.494,0.218,0.059,0.544,0.456,nonDRNA
1818,0.105,0.214,0.514,0.074,0.117,0.105,0.514,0.21,0.027,0.518,0.482,nonDRNA
1819,0.151,0.189,0.477,0.029,0.051,0.151,0.491,0.229,0.031,0.514,0.486,nonDRNA
1820,0.098,0.184,0.564,0.056,0.132,0.098,0.519,0.199,0.019,0.594,0.406,nonDRNA
1821,0.139,0.249,0.399,0.036,0.097,0.139,0.435,0.266,0.039,0.491,0.509,nonDRNA
1822,0.135,0.213,0.508,0.093,0.09,0.135,0.511,0.276,0.078,0.532,0.468,nonDRNA
1823,0.135,0.169,0.536,0.047,0.079,0.135,0.512,0.222,0.04,0.536,0.464,nonDRNA
1824,0.088,0.219,0.619,0.042,0.153,0.088,0.605,0.149,0.051,0.479,0.521,nonDRNA
1825,0.135,0.176,0.534,0.058,0.056,0.135,0.53,0.233,0.034,0.523,0.477,nonDRNA
1826,0.19,0.246,0.414,0.051,0.067,0.19,0.455,0.265,0.075,0.495,0.505,nonDRNA
1827,0.136,0.228,0.496,0.06,0.1,0.136,0.515,0.222,0.043,0.515,0.485,nonDRNA
1828,0.13,0.226,0.503,0.057,0.106,0.13,0.519,0.212,0.033,0.519,0.481,nonDRNA
1829,0.104,0.253,0.469,0.033,0.083,0.104,0.516,0.21,0.041,0.454,0.546,nonDRNA
1830,0.1,0.209,0.547,0.07,0.085,0.1,0.542,0.194,0.04,0.537,0.463,nonDRNA
1831,0.097,0.192,0.595,0.156,0.059,0.097,0.485,0.269,0.02,0.632,0.368,nonDRNA
1832,0.177,0.224,0.417,0.04,0.085,0.177,0.403,0.226,0.033,0.446,0.554,nonDRNA
1833,0.164,0.198,0.463,0.036,0.111,0.164,0.472,0.243,0.058,0.445,0.555,nonDRNA
1834,0.16,0.205,0.461,0.039,0.116,0.16,0.478,0.237,0.061,0.442,0.558,nonDRNA
1835,0.135,0.272,0.414,0.032,0.093,0.135,0.462,0.204,0.061,0.473,0.527,nonDRNA
1836,0.132,0.199,0.51,0.042,0.071,0.132,0.515,0.215,0.032,0.537,0.463,nonDRNA
1837,0.094,0.157,0.581,0.052,0.056,0.094,0.566,0.187,0.026,0.569,0.431,nonDRNA
1838,0.116,0.174,0.523,0.058,0.114,0.116,0.487,0.232,0.048,0.515,0.485,nonDRNA
1839,0.136,0.155,0.535,0.038,0.051,0.136,0.516,0.244,0.047,0.528,0.472,nonDRNA
1840,0.152,0.221,0.452,0.066,0.073,0.152,0.456,0.263,0.036,0.473,0.527,nonDRNA
1841,0.248,0.136,0.492,0.058,0.058,0.248,0.5,0.337,0.031,0.43,0.57,nonDRNA
1842,0.122,0.227,0.479,0.083,0.076,0.122,0.505,0.258,0.049,0.562,0.438,nonDRNA
1843,0.122,0.227,0.482,0.083,0.076,0.122,0.505,0.258,0.049,0.565,0.435,nonDRNA
1844,0.113,0.213,0.589,0.05,0.113,0.113,0.582,0.184,0.043,0.61,0.39,nonDRNA
1845,0.161,0.194,0.512,0.057,0.095,0.161,0.431,0.242,0.024,0.464,0.536,nonDRNA
1846,0.173,0.154,0.49,0.029,0.125,0.173,0.51,0.26,0.029,0.49,0.51,nonDRNA
1847,0.1,0.174,0.558,0.113,0.057,0.1,0.512,0.233,0.022,0.529,0.471,nonDRNA
1848,0.13,0.247,0.462,0.067,0.095,0.13,0.491,0.261,0.036,0.511,0.489,nonDRNA
1849,0.134,0.247,0.42,0.043,0.091,0.134,0.452,0.236,0.037,0.534,0.466,nonDRNA
1850,0.154,0.207,0.481,0.062,0.101,0.154,0.438,0.255,0.019,0.49,0.51,nonDRNA
1851,0.211,0.195,0.392,0.051,0.059,0.211,0.413,0.293,0.042,0.423,0.577,nonDRNA
1852,0.086,0.276,0.492,0.06,0.134,0.086,0.495,0.196,0.02,0.577,0.423,nonDRNA
1853,0.117,0.182,0.537,0.056,0.089,0.117,0.556,0.215,0.051,0.5,0.5,nonDRNA
1854,0.117,0.226,0.488,0.084,0.106,0.117,0.492,0.275,0.025,0.578,0.422,nonDRNA
1855,0.16,0.19,0.537,0.076,0.089,0.16,0.505,0.244,0.03,0.495,0.505,nonDRNA
1856,0.135,0.17,0.535,0.041,0.066,0.135,0.538,0.208,0.038,0.544,0.456,nonDRNA
1857,0.137,0.226,0.459,0.025,0.067,0.137,0.503,0.217,0.067,0.513,0.487,nonDRNA
1858,0.12,0.24,0.495,0.082,0.062,0.12,0.504,0.253,0.027,0.548,0.452,nonDRNA
1859,0.094,0.259,0.485,0.086,0.067,0.094,0.501,0.243,0.049,0.593,0.407,nonDRNA
1860,0.142,0.187,0.543,0.079,0.073,0.142,0.522,0.238,0.026,0.526,0.474,nonDRNA
1861,0.149,0.161,0.54,0.028,0.069,0.149,0.488,0.206,0.028,0.528,0.472,nonDRNA
1862,0.113,0.179,0.569,0.036,0.066,0.113,0.493,0.186,0.047,0.58,0.42,nonDRNA
1863,0.137,0.197,0.515,0.058,0.093,0.137,0.485,0.221,0.023,0.524,0.476,nonDRNA
1864,0.171,0.158,0.553,0.105,0.105,0.171,0.539,0.316,0.013,0.447,0.553,nonDRNA
1865,0.141,0.154,0.568,0.079,0.065,0.141,0.526,0.236,0.025,0.548,0.452,nonDRNA
1866,0.109,0.261,0.496,0.094,0.051,0.109,0.547,0.244,0.036,0.57,0.43,nonDRNA
1867,0.114,0.223,0.508,0.058,0.121,0.114,0.513,0.213,0.039,0.514,0.486,nonDRNA
1868,0.095,0.336,0.46,0.098,0.039,0.095,0.536,0.213,0.078,0.655,0.345,nonDRNA
1869,0.122,0.221,0.51,0.056,0.089,0.122,0.492,0.225,0.05,0.531,0.469,nonDRNA
1870,0.096,0.17,0.624,0.169,0.055,0.096,0.505,0.281,0.022,0.649,0.351,nonDRNA
1871,0.157,0.208,0.476,0.058,0.118,0.157,0.454,0.265,0.045,0.466,0.534,nonDRNA
1872,0.129,0.213,0.499,0.051,0.09,0.129,0.464,0.214,0.027,0.529,0.471,nonDRNA
1873,0.152,0.188,0.502,0.056,0.068,0.152,0.483,0.252,0.031,0.513,0.487,nonDRNA
1874,0.135,0.188,0.528,0.029,0.093,0.135,0.489,0.197,0.048,0.493,0.507,nonDRNA
1875,0.104,0.228,0.529,0.056,0.104,0.104,0.521,0.19,0.05,0.511,0.489,nonDRNA
1876,0.121,0.197,0.498,0.032,0.1,0.121,0.47,0.189,0.03,0.485,0.515,nonDRNA
1877,0.13,0.147,0.58,0.052,0.065,0.13,0.552,0.193,0.03,0.582,0.418,nonDRNA
1878,0.137,0.172,0.505,0.022,0.082,0.137,0.48,0.199,0.032,0.502,0.498,nonDRNA
1879,0.113,0.283,0.491,0.047,0.057,0.113,0.528,0.189,0.057,0.462,0.538,nonDRNA
1880,0.116,0.253,0.493,0.062,0.089,0.116,0.514,0.192,0.068,0.514,0.486,nonDRNA
1881,0.141,0.315,0.394,0.08,0.042,0.141,0.446,0.277,0.089,0.596,0.404,nonDRNA
1882,0.148,0.244,0.481,0.06,0.07,0.148,0.463,0.251,0.028,0.543,0.457,nonDRNA
1883,0.156,0.22,0.453,0.066,0.065,0.156,0.457,0.257,0.029,0.443,0.557,nonDRNA
1884,0.123,0.25,0.514,0.108,0.071,0.123,0.521,0.252,0.037,0.551,0.449,nonDRNA
1885,0.127,0.306,0.42,0.091,0.053,0.127,0.447,0.29,0.038,0.551,0.449,nonDRNA
1886,0.159,0.222,0.464,0.034,0.082,0.159,0.459,0.208,0.029,0.44,0.56,nonDRNA
1887,0.116,0.166,0.541,0.041,0.099,0.116,0.506,0.213,0.041,0.536,0.464,nonDRNA
1888,0.127,0.205,0.481,0.042,0.096,0.127,0.498,0.224,0.043,0.447,0.553,nonDRNA
1889,0.127,0.205,0.482,0.042,0.097,0.127,0.499,0.224,0.042,0.447,0.553,nonDRNA
1890,0.127,0.205,0.481,0.042,0.096,0.127,0.498,0.225,0.043,0.447,0.553,nonDRNA
1891,0.125,0.179,0.482,0.045,0.116,0.125,0.487,0.214,0.031,0.42,0.58,nonDRNA
1892,0.113,0.24,0.535,0.053,0.079,0.113,0.525,0.189,0.058,0.573,0.427,nonDRNA
1893,0.11,0.288,0.479,0.068,0.089,0.11,0.534,0.199,0.096,0.514,0.486,nonDRNA
1894,0.136,0.207,0.457,0.021,0.1,0.136,0.436,0.2,0.021,0.5,0.5,nonDRNA
1895,0.131,0.217,0.47,0.037,0.106,0.131,0.488,0.218,0.049,0.479,0.521,nonDRNA
1896,0.148,0.113,0.542,0.033,0.024,0.148,0.505,0.208,0.04,0.491,0.509,nonDRNA
1897,0.111,0.157,0.572,0.055,0.071,0.111,0.532,0.191,0.028,0.498,0.502,nonDRNA
1898,0.183,0.189,0.396,0.017,0.047,0.183,0.412,0.24,0.037,0.372,0.628,nonDRNA
1899,0.137,0.169,0.56,0.042,0.059,0.137,0.544,0.186,0.033,0.544,0.456,nonDRNA
1900,0.15,0.194,0.434,0.055,0.075,0.15,0.423,0.241,0.026,0.479,0.521,nonDRNA
1901,0.181,0.15,0.506,0.071,0.052,0.181,0.509,0.27,0.04,0.457,0.543,nonDRNA
1902,0.281,0.24,0.388,0.033,0.041,0.281,0.438,0.347,0.041,0.471,0.529,nonDRNA
1903,0.137,0.273,0.408,0.061,0.087,0.137,0.434,0.257,0.033,0.513,0.487,nonDRNA
1904,0.125,0.231,0.505,0.067,0.073,0.125,0.522,0.222,0.05,0.555,0.445,nonDRNA
1905,0.136,0.164,0.486,0.036,0.043,0.136,0.479,0.2,0.021,0.529,0.471,nonDRNA
1906,0.111,0.231,0.457,0.029,0.091,0.111,0.462,0.216,0.029,0.543,0.457,nonDRNA
1907,0.104,0.142,0.597,0.065,0.079,0.104,0.561,0.188,0.054,0.526,0.474,nonDRNA
1908,0.153,0.176,0.474,0.051,0.091,0.153,0.477,0.244,0.043,0.469,0.531,nonDRNA
1909,0.158,0.207,0.421,0.044,0.104,0.158,0.407,0.247,0.054,0.463,0.537,nonDRNA
1910,0.157,0.214,0.454,0.044,0.094,0.157,0.412,0.263,0.013,0.5,0.5,nonDRNA
1911,0.156,0.222,0.389,0.044,0.133,0.156,0.4,0.278,0.033,0.411,0.589,nonDRNA
1912,0.121,0.237,0.494,0.086,0.039,0.121,0.503,0.229,0.035,0.582,0.418,nonDRNA
1913,0.138,0.216,0.459,0.016,0.081,0.138,0.466,0.172,0.028,0.453,0.547,nonDRNA
1914,0.139,0.184,0.52,0.049,0.078,0.139,0.537,0.209,0.061,0.455,0.545,nonDRNA
1915,0.076,0.271,0.494,0.048,0.106,0.076,0.529,0.2,0.02,0.572,0.428,nonDRNA
1916,0.106,0.217,0.55,0.067,0.089,0.106,0.544,0.206,0.044,0.6,0.4,nonDRNA
1917,0.157,0.173,0.438,0.052,0.076,0.157,0.414,0.233,0.048,0.442,0.558,nonDRNA
1918,0.144,0.179,0.557,0.098,0.116,0.144,0.541,0.26,0.018,0.508,0.492,nonDRNA
1919,0.097,0.214,0.548,0.073,0.08,0.097,0.514,0.206,0.032,0.54,0.46,nonDRNA
1920,0.103,0.259,0.578,0.043,0.017,0.103,0.612,0.19,0.078,0.724,0.276,nonDRNA
1921,0.103,0.248,0.513,0.06,0.026,0.103,0.538,0.248,0.103,0.632,0.368,nonDRNA
1922,0.112,0.252,0.5,0.079,0.081,0.112,0.517,0.229,0.023,0.559,0.441,nonDRNA
1923,0.113,0.186,0.572,0.057,0.046,0.113,0.538,0.196,0.048,0.522,0.478,nonDRNA
1924,0.111,0.225,0.52,0.061,0.111,0.111,0.537,0.221,0.023,0.539,0.461,nonDRNA
1925,0.135,0.149,0.578,0.057,0.061,0.135,0.537,0.206,0.037,0.551,0.449,nonDRNA
1926,0.142,0.153,0.561,0.047,0.071,0.142,0.537,0.217,0.035,0.536,0.464,nonDRNA
1927,0.106,0.144,0.556,0.036,0.074,0.106,0.514,0.185,0.056,0.543,0.457,nonDRNA
1928,0.161,0.207,0.473,0.038,0.078,0.161,0.483,0.224,0.034,0.435,0.565,nonDRNA
1929,0.147,0.16,0.487,0.032,0.019,0.147,0.436,0.186,0.032,0.462,0.538,nonDRNA
1930,0.105,0.248,0.512,0.049,0.09,0.105,0.537,0.197,0.056,0.578,0.422,nonDRNA
1931,0.081,0.236,0.54,0.077,0.097,0.081,0.549,0.209,0.019,0.625,0.375,nonDRNA
1932,0.108,0.231,0.516,0.029,0.054,0.108,0.505,0.184,0.04,0.56,0.44,nonDRNA
1933,0.15,0.136,0.568,0.042,0.04,0.15,0.497,0.209,0.025,0.613,0.387,nonDRNA
1934,0.149,0.215,0.462,0.063,0.135,0.149,0.439,0.257,0.043,0.432,0.568,nonDRNA
1935,0.152,0.221,0.459,0.063,0.139,0.152,0.436,0.254,0.046,0.426,0.574,nonDRNA
1936,0.085,0.271,0.551,0.068,0.025,0.085,0.636,0.22,0.119,0.695,0.305,nonDRNA
1937,0.129,0.25,0.438,0.031,0.085,0.129,0.46,0.214,0.009,0.415,0.585,nonDRNA
1938,0.124,0.238,0.492,0.057,0.131,0.124,0.493,0.224,0.028,0.481,0.519,nonDRNA
1939,0.106,0.203,0.538,0.053,0.082,0.106,0.512,0.215,0.032,0.556,0.444,nonDRNA
1940,0.141,0.152,0.519,0.03,0.052,0.141,0.493,0.204,0.03,0.5,0.5,nonDRNA
1941,0.141,0.172,0.51,0.025,0.056,0.141,0.495,0.227,0.025,0.46,0.54,nonDRNA
1942,0.168,0.179,0.444,0.041,0.112,0.168,0.418,0.265,0.036,0.429,0.571,nonDRNA
1943,0.077,0.2,0.446,0.046,0.077,0.077,0.508,0.123,0.123,0.508,0.492,nonDRNA
1944,0.114,0.226,0.522,0.051,0.098,0.114,0.502,0.189,0.03,0.492,0.508,nonDRNA
1945,0.12,0.174,0.559,0.07,0.115,0.12,0.525,0.217,0.02,0.491,0.509,nonDRNA
1946,0.108,0.248,0.467,0.055,0.13,0.108,0.498,0.228,0.036,0.506,0.494,nonDRNA
1947,0.139,0.175,0.518,0.038,0.083,0.139,0.488,0.198,0.038,0.467,0.533,nonDRNA
1948,0.174,0.146,0.511,0.037,0.046,0.174,0.525,0.219,0.064,0.466,0.534,nonDRNA
1949,0.106,0.237,0.505,0.077,0.095,0.106,0.521,0.238,0.041,0.559,0.441,nonDRNA
1950,0.185,0.146,0.539,0.034,0.073,0.185,0.506,0.219,0.028,0.483,0.517,nonDRNA
1951,0.171,0.274,0.446,0.069,0.08,0.171,0.451,0.257,0.074,0.531,0.469,nonDRNA
1952,0.113,0.236,0.566,0.084,0.111,0.113,0.593,0.215,0.072,0.537,0.463,nonDRNA
1953,0.137,0.173,0.552,0.074,0.082,0.137,0.585,0.231,0.038,0.549,0.451,nonDRNA
1954,0.145,0.192,0.503,0.021,0.088,0.145,0.534,0.187,0.062,0.44,0.56,nonDRNA
1955,0.132,0.24,0.493,0.079,0.082,0.132,0.52,0.253,0.106,0.538,0.462,nonDRNA
1956,0.076,0.136,0.682,0.045,0.121,0.076,0.636,0.167,0.045,0.47,0.53,nonDRNA
1957,0.127,0.165,0.565,0.058,0.092,0.127,0.54,0.204,0.025,0.546,0.454,nonDRNA
1958,0.109,0.141,0.597,0.038,0.066,0.109,0.534,0.172,0.038,0.584,0.416,nonDRNA
1959,0.108,0.256,0.466,0.05,0.116,0.108,0.466,0.216,0.021,0.584,0.416,nonDRNA
1960,0.138,0.261,0.478,0.059,0.051,0.138,0.514,0.237,0.075,0.569,0.431,nonDRNA
1961,0.145,0.221,0.542,0.053,0.107,0.145,0.496,0.198,0.069,0.519,0.481,nonDRNA
1962,0.179,0.149,0.498,0.065,0.085,0.179,0.502,0.259,0.035,0.448,0.552,nonDRNA
1963,0.151,0.261,0.462,0.076,0.109,0.151,0.538,0.261,0.067,0.471,0.529,nonDRNA
1964,0.138,0.159,0.533,0.026,0.077,0.138,0.487,0.231,0.056,0.503,0.497,nonDRNA
1965,0.129,0.173,0.52,0.028,0.081,0.129,0.488,0.206,0.012,0.552,0.448,nonDRNA
1966,0.243,0.206,0.463,0.044,0.051,0.243,0.493,0.294,0.022,0.434,0.566,nonDRNA
1967,0.117,0.235,0.492,0.069,0.091,0.117,0.514,0.231,0.027,0.534,0.466,nonDRNA
1968,0.114,0.203,0.499,0.072,0.118,0.114,0.486,0.235,0.042,0.507,0.493,nonDRNA
1969,0.119,0.165,0.579,0.061,0.061,0.119,0.546,0.195,0.04,0.564,0.436,nonDRNA
1970,0.144,0.171,0.511,0.042,0.057,0.144,0.529,0.228,0.024,0.538,0.462,nonDRNA
1971,0.176,0.16,0.504,0.048,0.088,0.176,0.512,0.272,0.04,0.536,0.464,nonDRNA
1972,0.125,0.206,0.532,0.067,0.061,0.125,0.524,0.217,0.033,0.588,0.412,nonDRNA
1973,0.13,0.23,0.453,0.031,0.104,0.13,0.496,0.204,0.036,0.447,0.553,nonDRNA
1974,0.167,0.222,0.467,0.051,0.045,0.167,0.47,0.245,0.025,0.502,0.498,nonDRNA
1975,0.17,0.209,0.455,0.051,0.079,0.17,0.458,0.249,0.036,0.491,0.509,nonDRNA
1976,0.157,0.169,0.494,0.012,0.048,0.157,0.518,0.193,0.048,0.518,0.482,nonDRNA
1977,0.172,0.15,0.505,0.047,0.072,0.172,0.483,0.248,0.041,0.492,0.508,nonDRNA
1978,0.161,0.177,0.486,0.084,0.06,0.161,0.506,0.293,0.06,0.522,0.478,nonDRNA
1979,0.118,0.273,0.423,0.023,0.114,0.118,0.459,0.182,0.045,0.514,0.486,nonDRNA
1980,0.152,0.226,0.435,0.034,0.088,0.152,0.445,0.233,0.035,0.467,0.533,nonDRNA
1981,0.2,0.228,0.419,0.037,0.047,0.2,0.456,0.247,0.051,0.353,0.647,nonDRNA
1982,0.139,0.193,0.511,0.048,0.051,0.139,0.523,0.227,0.068,0.562,0.438,nonDRNA
1983,0.137,0.22,0.487,0.024,0.058,0.137,0.491,0.188,0.028,0.464,0.536,nonDRNA
1984,0.154,0.24,0.424,0.034,0.073,0.154,0.448,0.221,0.046,0.41,0.59,nonDRNA
1985,0.139,0.242,0.459,0.05,0.087,0.139,0.494,0.221,0.067,0.446,0.554,nonDRNA
1986,0.139,0.212,0.475,0.043,0.102,0.139,0.464,0.223,0.027,0.504,0.496,nonDRNA
1987,0.148,0.24,0.432,0.056,0.094,0.148,0.461,0.236,0.055,0.49,0.51,nonDRNA
1988,0.152,0.185,0.426,0.038,0.082,0.152,0.449,0.227,0.018,0.42,0.58,nonDRNA
1989,0.116,0.147,0.583,0.039,0.055,0.116,0.533,0.178,0.039,0.588,0.412,nonDRNA
1990,0.113,0.239,0.523,0.036,0.086,0.113,0.527,0.203,0.045,0.622,0.378,nonDRNA
1991,0.066,0.233,0.548,0.073,0.095,0.066,0.555,0.205,0.022,0.614,0.386,nonDRNA
1992,0.107,0.215,0.479,0.042,0.065,0.107,0.513,0.215,0.034,0.479,0.521,nonDRNA
1993,0.157,0.278,0.322,0.043,0.096,0.157,0.435,0.261,0.104,0.47,0.53,nonDRNA
1994,0.1,0.217,0.561,0.07,0.074,0.1,0.574,0.213,0.052,0.609,0.391,nonDRNA
1995,0.143,0.153,0.504,0.053,0.058,0.143,0.48,0.236,0.04,0.499,0.501,nonDRNA
1996,0.118,0.158,0.557,0.061,0.061,0.118,0.518,0.224,0.083,0.531,0.469,nonDRNA
1997,0.124,0.142,0.597,0.047,0.077,0.124,0.531,0.193,0.023,0.52,0.48,nonDRNA
1998,0.17,0.24,0.426,0.04,0.052,0.17,0.431,0.261,0.028,0.466,0.534,nonDRNA
1999,0.14,0.252,0.43,0.047,0.083,0.14,0.473,0.229,0.059,0.467,0.533,nonDRNA
2000,0.1,0.213,0.564,0.052,0.104,0.1,0.517,0.18,0.033,0.488,0.512,nonDRNA
2001,0.145,0.184,0.476,0.045,0.082,0.145,0.458,0.224,0.032,0.474,0.526,nonDRNA
2002,0.167,0.25,0.384,0.042,0.106,0.167,0.421,0.273,0.069,0.477,0.523,nonDRNA
2003,0.124,0.236,0.466,0.037,0.093,0.124,0.478,0.211,0.043,0.484,0.516,nonDRNA
2004,0.121,0.207,0.538,0.051,0.075,0.121,0.513,0.2,0.046,0.566,0.434,nonDRNA
2005,0.162,0.189,0.477,0.053,0.079,0.162,0.48,0.255,0.045,0.484,0.516,nonDRNA
2006,0.11,0.239,0.491,0.043,0.061,0.11,0.454,0.227,0.037,0.613,0.387,nonDRNA
2007,0.127,0.173,0.486,0.029,0.121,0.127,0.474,0.185,0.052,0.376,0.624,nonDRNA
2008,0.149,0.181,0.514,0.066,0.11,0.149,0.504,0.249,0.021,0.481,0.519,nonDRNA
2009,0.123,0.178,0.521,0.037,0.074,0.123,0.503,0.206,0.021,0.531,0.469,nonDRNA
2010,0.154,0.22,0.435,0.024,0.114,0.154,0.427,0.225,0.021,0.464,0.536,nonDRNA
2011,0.158,0.258,0.416,0.039,0.094,0.158,0.467,0.234,0.07,0.43,0.57,nonDRNA
2012,0.117,0.172,0.559,0.043,0.063,0.117,0.53,0.201,0.057,0.516,0.484,nonDRNA
2013,0.161,0.197,0.489,0.063,0.076,0.161,0.475,0.26,0.027,0.457,0.543,nonDRNA
2014,0.143,0.218,0.483,0.048,0.088,0.143,0.486,0.219,0.042,0.506,0.494,nonDRNA
2015,0.138,0.143,0.561,0.048,0.032,0.138,0.524,0.217,0.042,0.556,0.444,nonDRNA
2016,0.118,0.236,0.556,0.076,0.09,0.118,0.528,0.229,0.007,0.556,0.444,nonDRNA
2017,0.092,0.238,0.511,0.025,0.085,0.092,0.521,0.174,0.039,0.521,0.479,nonDRNA
2018,0.091,0.294,0.445,0.044,0.103,0.091,0.491,0.201,0.027,0.553,0.447,nonDRNA
2019,0.099,0.293,0.443,0.046,0.101,0.099,0.506,0.214,0.027,0.55,0.45,nonDRNA
2020,0.095,0.272,0.449,0.034,0.111,0.095,0.482,0.202,0.023,0.54,0.46,nonDRNA
2021,0.107,0.235,0.486,0.041,0.074,0.107,0.519,0.198,0.037,0.527,0.473,nonDRNA
2022,0.119,0.218,0.492,0.058,0.085,0.119,0.519,0.229,0.029,0.479,0.521,nonDRNA
2023,0.119,0.222,0.498,0.059,0.106,0.119,0.537,0.227,0.044,0.513,0.487,nonDRNA
2024,0.161,0.143,0.509,0.032,0.083,0.161,0.479,0.223,0.028,0.453,0.547,nonDRNA
2025,0.091,0.276,0.469,0.033,0.127,0.091,0.531,0.189,0.007,0.578,0.422,nonDRNA
2026,0.13,0.261,0.435,0.014,0.036,0.13,0.478,0.167,0.036,0.558,0.442,nonDRNA
2027,0.144,0.123,0.594,0.042,0.085,0.144,0.514,0.2,0.017,0.538,0.462,nonDRNA
2028,0.067,0.312,0.497,0.053,0.059,0.067,0.57,0.188,0.067,0.646,0.354,nonDRNA
2029,0.117,0.163,0.563,0.055,0.095,0.117,0.545,0.2,0.046,0.529,0.471,nonDRNA
2030,0.121,0.183,0.533,0.056,0.099,0.121,0.505,0.217,0.037,0.514,0.486,nonDRNA
2031,0.124,0.21,0.506,0.033,0.116,0.124,0.539,0.18,0.064,0.486,0.514,nonDRNA
2032,0.101,0.25,0.487,0.048,0.103,0.101,0.479,0.202,0.026,0.558,0.442,nonDRNA
2033,0.133,0.218,0.394,0.024,0.064,0.133,0.436,0.2,0.033,0.47,0.53,nonDRNA
2034,0.18,0.157,0.407,0.017,0.064,0.18,0.407,0.227,0.058,0.395,0.605,nonDRNA
2035,0.105,0.231,0.52,0.034,0.115,0.105,0.539,0.189,0.053,0.56,0.44,nonDRNA
2036,0.127,0.195,0.519,0.032,0.065,0.127,0.504,0.212,0.035,0.603,0.397,nonDRNA
2037,0.113,0.239,0.497,0.035,0.117,0.113,0.525,0.201,0.058,0.55,0.45,nonDRNA
2038,0.069,0.222,0.5,0.049,0.076,0.069,0.549,0.174,0.083,0.556,0.444,nonDRNA
2039,0.157,0.265,0.422,0.092,0.067,0.157,0.477,0.297,0.072,0.527,0.473,nonDRNA
2040,0.184,0.211,0.462,0.094,0.058,0.184,0.475,0.3,0.034,0.467,0.533,nonDRNA
2041,0.137,0.215,0.49,0.063,0.067,0.137,0.49,0.226,0.039,0.472,0.528,nonDRNA
2042,0.138,0.238,0.456,0.065,0.096,0.138,0.452,0.268,0.015,0.556,0.444,nonDRNA
2043,0.137,0.15,0.553,0.058,0.074,0.137,0.505,0.227,0.032,0.509,0.491,nonDRNA
2044,0.149,0.217,0.448,0.049,0.094,0.149,0.469,0.245,0.051,0.458,0.542,nonDRNA
2045,0.12,0.169,0.546,0.048,0.072,0.12,0.502,0.217,0.056,0.538,0.462,nonDRNA
