ID,PCP_PC,PCP_PO,PCP_NP,PCP_CY,PCP_AR,PCP_BS,PCP_HB,PCP_HL,PCP_SC,PCP_SM,PCP_LR
Seq_1438,0.103,0.146,0.559,0.06,0.072,0.103,0.521,0.189,0.032,0.539,0.461
Seq_1439,0.143,0.183,0.453,0.017,0.123,0.143,0.47,0.238,0.037,0.421,0.579
Seq_1440,0.141,0.193,0.546,0.068,0.079,0.141,0.507,0.235,0.032,0.512,0.488
Seq_1441,0.068,0.159,0.675,0.039,0.179,0.068,0.601,0.149,0.039,0.477,0.523
Seq_1442,0.135,0.154,0.525,0.08,0.122,0.135,0.494,0.253,0.04,0.519,0.481
Seq_1443,0.128,0.11,0.56,0.009,0.092,0.128,0.514,0.156,0.028,0.541,0.459
Seq_1444,0.19,0.211,0.39,0.045,0.049,0.19,0.407,0.272,0.044,0.396,0.604
Seq_1445,0.105,0.206,0.557,0.049,0.045,0.105,0.553,0.189,0.049,0.55,0.45
Seq_1446,0.167,0.152,0.447,0.0,0.106,0.167,0.432,0.242,0.03,0.455,0.545
Seq_1447,0.167,0.159,0.432,0.0,0.106,0.167,0.432,0.25,0.023,0.462,0.538
Seq_1448,0.107,0.25,0.477,0.032,0.085,0.107,0.517,0.218,0.042,0.46,0.54
Seq_1449,0.149,0.207,0.453,0.035,0.106,0.149,0.462,0.23,0.032,0.449,0.551
Seq_1450,0.138,0.185,0.52,0.068,0.148,0.138,0.492,0.228,0.034,0.468,0.532
Seq_1451,0.118,0.166,0.528,0.044,0.074,0.118,0.487,0.218,0.007,0.539,0.461
Seq_1452,0.113,0.204,0.523,0.073,0.084,0.113,0.523,0.22,0.042,0.55,0.45
Seq_1453,0.126,0.186,0.508,0.05,0.141,0.126,0.482,0.251,0.04,0.487,0.513
Seq_1454,0.086,0.194,0.574,0.075,0.086,0.086,0.563,0.194,0.046,0.596,0.404
Seq_1455,0.13,0.185,0.501,0.045,0.088,0.13,0.47,0.232,0.045,0.536,0.464
Seq_1456,0.043,0.116,0.797,0.043,0.043,0.043,0.783,0.087,0.029,0.522,0.478
Seq_1457,0.117,0.193,0.56,0.027,0.11,0.117,0.537,0.183,0.057,0.473,0.527
Seq_1458,0.091,0.17,0.615,0.086,0.057,0.091,0.573,0.217,0.03,0.647,0.353
Seq_1459,0.115,0.201,0.491,0.059,0.112,0.115,0.467,0.278,0.018,0.506,0.494
Seq_1460,0.072,0.259,0.551,0.053,0.084,0.072,0.578,0.156,0.061,0.631,0.369
Seq_1461,0.119,0.226,0.493,0.051,0.149,0.119,0.484,0.209,0.026,0.473,0.527
Seq_1462,0.115,0.187,0.545,0.06,0.089,0.115,0.545,0.203,0.034,0.537,0.463
Seq_1463,0.061,0.211,0.601,0.078,0.083,0.061,0.579,0.169,0.042,0.629,0.371
Seq_1464,0.103,0.203,0.53,0.061,0.091,0.103,0.518,0.188,0.015,0.542,0.458
Seq_1465,0.113,0.248,0.535,0.099,0.113,0.113,0.532,0.262,0.042,0.544,0.456
Seq_1466,0.159,0.246,0.444,0.024,0.063,0.159,0.5,0.206,0.048,0.476,0.524
Seq_1467,0.032,0.298,0.521,0.021,0.106,0.032,0.447,0.112,0.011,0.665,0.335
Seq_1468,0.163,0.241,0.482,0.035,0.071,0.163,0.532,0.206,0.05,0.504,0.496
Seq_1469,0.156,0.227,0.438,0.023,0.086,0.156,0.43,0.227,0.031,0.5,0.5
Seq_1470,0.11,0.17,0.535,0.045,0.135,0.11,0.515,0.23,0.01,0.545,0.455
Seq_1471,0.153,0.197,0.503,0.035,0.076,0.153,0.519,0.22,0.032,0.522,0.478
Seq_1472,0.168,0.236,0.427,0.058,0.081,0.168,0.442,0.267,0.048,0.494,0.506
Seq_1473,0.147,0.217,0.453,0.053,0.105,0.147,0.457,0.239,0.043,0.456,0.544
Seq_1474,0.187,0.171,0.432,0.035,0.074,0.187,0.459,0.252,0.047,0.361,0.639
Seq_1475,0.146,0.213,0.455,0.066,0.062,0.146,0.455,0.25,0.032,0.473,0.527
Seq_1476,0.149,0.138,0.579,0.041,0.072,0.149,0.492,0.2,0.026,0.467,0.533
Seq_1477,0.147,0.229,0.446,0.057,0.076,0.147,0.467,0.241,0.04,0.491,0.509
Seq_1478,0.128,0.255,0.458,0.048,0.08,0.128,0.498,0.212,0.075,0.522,0.478
Seq_1479,0.138,0.249,0.448,0.042,0.08,0.138,0.448,0.218,0.019,0.487,0.513
Seq_1480,0.126,0.149,0.569,0.046,0.08,0.126,0.592,0.213,0.057,0.534,0.466
Seq_1481,0.131,0.253,0.446,0.057,0.081,0.131,0.5,0.222,0.063,0.459,0.541
Seq_1482,0.19,0.152,0.488,0.047,0.066,0.19,0.474,0.256,0.043,0.441,0.559
Seq_1483,0.15,0.229,0.434,0.033,0.134,0.15,0.47,0.215,0.048,0.396,0.604
Seq_1484,0.135,0.117,0.6,0.048,0.087,0.135,0.539,0.191,0.022,0.513,0.487
Seq_1485,0.142,0.191,0.489,0.036,0.089,0.142,0.471,0.227,0.027,0.511,0.489
Seq_1486,0.08,0.288,0.483,0.039,0.124,0.08,0.506,0.197,0.021,0.554,0.446
Seq_1487,0.133,0.205,0.515,0.066,0.097,0.133,0.501,0.241,0.028,0.465,0.535
Seq_1488,0.13,0.197,0.47,0.034,0.107,0.13,0.47,0.201,0.037,0.447,0.553
Seq_1489,0.173,0.144,0.49,0.019,0.106,0.173,0.49,0.25,0.038,0.433,0.567
Seq_1490,0.11,0.158,0.586,0.059,0.048,0.11,0.564,0.194,0.044,0.619,0.381
Seq_1491,0.109,0.251,0.539,0.053,0.099,0.109,0.547,0.19,0.038,0.525,0.475
Seq_1492,0.109,0.253,0.537,0.055,0.101,0.109,0.547,0.192,0.038,0.527,0.473
Seq_1493,0.167,0.149,0.518,0.054,0.09,0.167,0.486,0.257,0.041,0.401,0.599
Seq_1494,0.17,0.161,0.507,0.054,0.085,0.17,0.498,0.251,0.049,0.399,0.601
Seq_1495,0.176,0.149,0.509,0.054,0.086,0.176,0.505,0.257,0.045,0.401,0.599
Seq_1496,0.149,0.131,0.549,0.04,0.051,0.149,0.537,0.206,0.04,0.474,0.526
Seq_1497,0.144,0.175,0.509,0.046,0.046,0.144,0.502,0.218,0.053,0.516,0.484
Seq_1498,0.151,0.201,0.504,0.077,0.105,0.151,0.498,0.254,0.055,0.508,0.492
Seq_1499,0.118,0.179,0.524,0.026,0.078,0.118,0.478,0.196,0.049,0.507,0.493
Seq_1500,0.097,0.182,0.584,0.041,0.067,0.097,0.543,0.167,0.041,0.532,0.468
Seq_1501,0.147,0.206,0.482,0.031,0.059,0.147,0.48,0.234,0.021,0.487,0.513
Seq_1502,0.132,0.151,0.546,0.092,0.079,0.132,0.559,0.27,0.033,0.474,0.526
Seq_1503,0.122,0.24,0.451,0.036,0.128,0.122,0.47,0.247,0.039,0.49,0.51
Seq_1504,0.138,0.138,0.554,0.046,0.092,0.138,0.462,0.215,0.031,0.508,0.492
Seq_1505,0.104,0.292,0.562,0.052,0.042,0.104,0.594,0.167,0.125,0.615,0.385
Seq_1506,0.134,0.238,0.445,0.046,0.095,0.134,0.496,0.241,0.046,0.501,0.499
Seq_1507,0.124,0.219,0.508,0.062,0.081,0.124,0.48,0.227,0.034,0.5,0.5
Seq_1508,0.125,0.211,0.487,0.099,0.086,0.125,0.431,0.27,0.01,0.53,0.47
Seq_1509,0.136,0.191,0.455,0.037,0.09,0.136,0.453,0.244,0.018,0.469,0.531
Seq_1510,0.14,0.201,0.453,0.022,0.067,0.14,0.458,0.201,0.039,0.469,0.531
Seq_1511,0.128,0.245,0.478,0.105,0.072,0.128,0.487,0.266,0.051,0.543,0.457
Seq_1512,0.135,0.131,0.599,0.071,0.064,0.135,0.545,0.226,0.051,0.542,0.458
Seq_1513,0.163,0.211,0.485,0.044,0.088,0.163,0.48,0.229,0.018,0.427,0.573
Seq_1514,0.106,0.15,0.592,0.064,0.069,0.106,0.525,0.2,0.044,0.561,0.439
Seq_1515,0.152,0.207,0.475,0.045,0.066,0.152,0.47,0.222,0.035,0.495,0.505
Seq_1516,0.165,0.197,0.473,0.054,0.124,0.165,0.467,0.244,0.025,0.432,0.568
Seq_1517,0.12,0.222,0.5,0.037,0.079,0.12,0.505,0.218,0.042,0.551,0.449
Seq_1518,0.174,0.177,0.457,0.043,0.077,0.174,0.417,0.274,0.029,0.509,0.491
Seq_1519,0.158,0.196,0.465,0.05,0.077,0.158,0.431,0.269,0.015,0.512,0.488
Seq_1520,0.098,0.203,0.569,0.054,0.105,0.098,0.514,0.217,0.004,0.572,0.428
Seq_1521,0.108,0.208,0.523,0.023,0.085,0.108,0.508,0.188,0.062,0.535,0.465
Seq_1522,0.144,0.213,0.492,0.055,0.094,0.144,0.486,0.243,0.028,0.461,0.539
Seq_1523,0.147,0.173,0.489,0.031,0.107,0.147,0.44,0.227,0.053,0.471,0.529
Seq_1524,0.08,0.296,0.512,0.08,0.04,0.08,0.536,0.176,0.152,0.656,0.344
Seq_1525,0.097,0.176,0.545,0.091,0.103,0.097,0.527,0.224,0.073,0.485,0.515
Seq_1526,0.162,0.144,0.468,0.027,0.054,0.162,0.459,0.279,0.054,0.468,0.532
Seq_1527,0.093,0.236,0.534,0.062,0.099,0.093,0.491,0.205,0.006,0.609,0.391
Seq_1528,0.095,0.274,0.524,0.06,0.143,0.095,0.56,0.155,0.012,0.476,0.524
Seq_1529,0.167,0.192,0.435,0.048,0.063,0.167,0.437,0.251,0.05,0.525,0.475
Seq_1530,0.143,0.196,0.523,0.056,0.076,0.143,0.509,0.227,0.028,0.536,0.464
Seq_1531,0.13,0.213,0.479,0.042,0.11,0.13,0.493,0.204,0.035,0.444,0.556
Seq_1532,0.116,0.137,0.568,0.037,0.111,0.116,0.537,0.205,0.026,0.468,0.532
Seq_1533,0.121,0.236,0.507,0.029,0.079,0.121,0.493,0.193,0.057,0.586,0.414
Seq_1534,0.114,0.221,0.529,0.014,0.1,0.114,0.479,0.157,0.086,0.586,0.414
Seq_1535,0.162,0.215,0.473,0.042,0.097,0.162,0.487,0.239,0.038,0.498,0.502
Seq_1536,0.164,0.206,0.48,0.042,0.095,0.164,0.489,0.239,0.044,0.496,0.504
Seq_1537,0.13,0.203,0.507,0.041,0.07,0.13,0.512,0.222,0.03,0.52,0.48
Seq_1538,0.119,0.235,0.49,0.088,0.119,0.119,0.5,0.259,0.031,0.52,0.48
Seq_1539,0.122,0.22,0.512,0.059,0.083,0.122,0.551,0.21,0.073,0.522,0.478
Seq_1540,0.148,0.1,0.543,0.071,0.11,0.148,0.495,0.252,0.038,0.429,0.571
Seq_1541,0.147,0.245,0.459,0.04,0.09,0.147,0.48,0.231,0.038,0.514,0.486
Seq_1542,0.099,0.165,0.596,0.064,0.071,0.099,0.563,0.187,0.038,0.6,0.4
Seq_1543,0.166,0.206,0.473,0.052,0.086,0.166,0.458,0.232,0.029,0.433,0.567
Seq_1544,0.148,0.212,0.491,0.032,0.106,0.148,0.473,0.205,0.057,0.438,0.562
Seq_1545,0.121,0.211,0.566,0.078,0.07,0.121,0.566,0.238,0.047,0.559,0.441
Seq_1546,0.167,0.104,0.556,0.043,0.071,0.167,0.519,0.229,0.019,0.431,0.569
Seq_1547,0.178,0.211,0.431,0.055,0.06,0.178,0.462,0.274,0.042,0.452,0.548
Seq_1548,0.142,0.211,0.464,0.053,0.07,0.142,0.45,0.225,0.028,0.464,0.536
Seq_1549,0.139,0.152,0.565,0.048,0.061,0.139,0.531,0.203,0.029,0.515,0.485
Seq_1550,0.123,0.268,0.426,0.044,0.038,0.123,0.449,0.214,0.052,0.544,0.456
Seq_1551,0.111,0.333,0.444,0.049,0.062,0.111,0.593,0.16,0.148,0.617,0.383
Seq_1552,0.136,0.159,0.562,0.058,0.092,0.136,0.523,0.219,0.055,0.512,0.488
Seq_1553,0.13,0.24,0.434,0.043,0.104,0.13,0.44,0.232,0.016,0.464,0.536
Seq_1554,0.124,0.174,0.548,0.058,0.108,0.124,0.525,0.22,0.042,0.475,0.525
Seq_1555,0.085,0.197,0.559,0.036,0.083,0.085,0.53,0.141,0.02,0.535,0.465
Seq_1556,0.099,0.185,0.577,0.057,0.084,0.099,0.575,0.183,0.031,0.513,0.487
Seq_1557,0.147,0.174,0.515,0.049,0.078,0.147,0.53,0.241,0.039,0.481,0.519
Seq_1558,0.174,0.157,0.5,0.028,0.112,0.174,0.455,0.236,0.022,0.376,0.624
Seq_1559,0.129,0.191,0.515,0.05,0.103,0.129,0.497,0.244,0.015,0.524,0.476
Seq_1560,0.157,0.185,0.509,0.056,0.056,0.157,0.463,0.269,0.046,0.574,0.426
Seq_1561,0.132,0.224,0.452,0.034,0.093,0.132,0.456,0.238,0.057,0.496,0.504
Seq_1562,0.224,0.155,0.495,0.061,0.036,0.224,0.415,0.339,0.022,0.513,0.487
Seq_1563,0.117,0.158,0.584,0.051,0.081,0.117,0.53,0.202,0.037,0.552,0.448
Seq_1564,0.121,0.157,0.585,0.049,0.075,0.121,0.533,0.202,0.041,0.525,0.475
Seq_1565,0.113,0.158,0.532,0.044,0.108,0.113,0.552,0.222,0.01,0.507,0.493
Seq_1566,0.142,0.208,0.478,0.066,0.101,0.142,0.462,0.255,0.041,0.526,0.474
Seq_1567,0.109,0.229,0.536,0.051,0.085,0.109,0.539,0.177,0.024,0.474,0.526
Seq_1568,0.133,0.168,0.519,0.063,0.088,0.133,0.53,0.225,0.06,0.481,0.519
Seq_1569,0.144,0.191,0.502,0.061,0.083,0.144,0.469,0.245,0.032,0.502,0.498
Seq_1570,0.157,0.236,0.431,0.042,0.125,0.157,0.421,0.236,0.037,0.463,0.537
Seq_1571,0.097,0.255,0.49,0.045,0.097,0.097,0.517,0.203,0.017,0.597,0.403
Seq_1572,0.179,0.234,0.469,0.083,0.09,0.179,0.497,0.303,0.069,0.531,0.469
Seq_1573,0.086,0.18,0.657,0.049,0.181,0.086,0.628,0.166,0.03,0.466,0.534
Seq_1574,0.101,0.257,0.468,0.009,0.092,0.101,0.468,0.128,0.018,0.523,0.477
Seq_1575,0.102,0.165,0.5,0.028,0.108,0.102,0.483,0.153,0.028,0.477,0.523
Seq_1576,0.085,0.188,0.558,0.053,0.091,0.085,0.571,0.197,0.041,0.514,0.486
Seq_1577,0.185,0.202,0.379,0.008,0.089,0.185,0.427,0.266,0.024,0.355,0.645
Seq_1578,0.154,0.187,0.463,0.033,0.024,0.154,0.472,0.276,0.008,0.512,0.488
Seq_1579,0.119,0.195,0.529,0.052,0.076,0.119,0.527,0.201,0.034,0.523,0.477
Seq_1580,0.138,0.225,0.483,0.055,0.133,0.138,0.491,0.229,0.032,0.466,0.534
Seq_1581,0.136,0.227,0.483,0.055,0.133,0.136,0.492,0.227,0.032,0.466,0.534
Seq_1582,0.157,0.177,0.504,0.044,0.085,0.157,0.491,0.234,0.013,0.437,0.563
Seq_1583,0.137,0.19,0.482,0.037,0.066,0.137,0.468,0.222,0.022,0.524,0.476
Seq_1584,0.147,0.205,0.469,0.037,0.084,0.147,0.473,0.22,0.026,0.432,0.568
Seq_1585,0.123,0.204,0.527,0.068,0.067,0.123,0.535,0.213,0.02,0.567,0.433
Seq_1586,0.176,0.083,0.481,0.037,0.102,0.176,0.491,0.25,0.065,0.333,0.667
Seq_1587,0.129,0.232,0.441,0.049,0.056,0.129,0.439,0.249,0.034,0.541,0.459
Seq_1588,0.167,0.167,0.486,0.028,0.069,0.167,0.5,0.236,0.056,0.486,0.514
Seq_1589,0.176,0.181,0.452,0.024,0.105,0.176,0.462,0.252,0.024,0.424,0.576
Seq_1590,0.162,0.2,0.473,0.081,0.108,0.162,0.469,0.288,0.035,0.504,0.496
Seq_1591,0.165,0.188,0.492,0.085,0.108,0.165,0.477,0.285,0.035,0.5,0.5
Seq_1592,0.126,0.178,0.535,0.054,0.07,0.126,0.498,0.215,0.028,0.509,0.491
Seq_1593,0.09,0.158,0.573,0.032,0.072,0.09,0.537,0.169,0.043,0.553,0.447
Seq_1594,0.146,0.193,0.48,0.035,0.146,0.146,0.468,0.199,0.064,0.392,0.608
Seq_1595,0.272,0.147,0.478,0.044,0.103,0.272,0.463,0.338,0.007,0.441,0.559
Seq_1596,0.14,0.187,0.491,0.035,0.146,0.14,0.485,0.193,0.064,0.392,0.608
Seq_1597,0.127,0.275,0.441,0.039,0.059,0.127,0.402,0.245,0.02,0.539,0.461
Seq_1598,0.135,0.187,0.494,0.052,0.12,0.135,0.506,0.213,0.041,0.438,0.562
Seq_1599,0.088,0.137,0.604,0.044,0.121,0.088,0.549,0.159,0.022,0.511,0.489
Seq_1600,0.144,0.164,0.486,0.042,0.137,0.144,0.446,0.235,0.024,0.448,0.552
Seq_1601,0.136,0.148,0.553,0.06,0.112,0.136,0.512,0.22,0.036,0.474,0.526
Seq_1602,0.117,0.157,0.522,0.039,0.058,0.117,0.508,0.203,0.023,0.537,0.463
Seq_1603,0.143,0.155,0.54,0.033,0.087,0.143,0.49,0.197,0.042,0.454,0.546
Seq_1604,0.182,0.204,0.436,0.029,0.101,0.182,0.447,0.267,0.031,0.417,0.583
Seq_1605,0.126,0.325,0.378,0.037,0.101,0.126,0.422,0.256,0.008,0.565,0.435
Seq_1606,0.13,0.284,0.431,0.049,0.098,0.13,0.464,0.265,0.01,0.591,0.409
Seq_1607,0.147,0.227,0.479,0.031,0.049,0.147,0.515,0.227,0.086,0.521,0.479
Seq_1608,0.136,0.166,0.537,0.039,0.058,0.136,0.521,0.202,0.036,0.518,0.482
Seq_1609,0.135,0.213,0.471,0.065,0.065,0.135,0.516,0.258,0.058,0.432,0.568
Seq_1610,0.113,0.241,0.487,0.06,0.118,0.113,0.47,0.216,0.033,0.505,0.495
Seq_1611,0.129,0.197,0.519,0.034,0.095,0.129,0.47,0.227,0.034,0.527,0.473
Seq_1612,0.106,0.246,0.496,0.043,0.078,0.106,0.492,0.185,0.025,0.488,0.512
Seq_1613,0.107,0.187,0.536,0.041,0.063,0.107,0.519,0.209,0.027,0.549,0.451
Seq_1614,0.058,0.311,0.534,0.058,0.097,0.058,0.529,0.16,0.068,0.68,0.32
Seq_1615,0.115,0.245,0.491,0.035,0.115,0.115,0.528,0.198,0.064,0.54,0.46
Seq_1616,0.141,0.192,0.476,0.039,0.094,0.141,0.485,0.215,0.037,0.432,0.568
Seq_1617,0.113,0.153,0.533,0.027,0.06,0.113,0.5,0.193,0.053,0.493,0.507
Seq_1618,0.138,0.217,0.47,0.032,0.108,0.138,0.473,0.213,0.034,0.443,0.557
Seq_1619,0.128,0.249,0.464,0.035,0.108,0.128,0.466,0.202,0.052,0.516,0.484
Seq_1620,0.098,0.171,0.529,0.052,0.089,0.098,0.563,0.217,0.073,0.566,0.434
Seq_1621,0.159,0.199,0.453,0.022,0.074,0.159,0.452,0.204,0.04,0.446,0.554
Seq_1622,0.093,0.187,0.598,0.075,0.084,0.093,0.579,0.215,0.056,0.551,0.449
Seq_1623,0.151,0.172,0.485,0.038,0.103,0.151,0.484,0.248,0.035,0.451,0.549
Seq_1624,0.115,0.221,0.515,0.033,0.048,0.115,0.524,0.2,0.027,0.582,0.418
Seq_1625,0.078,0.279,0.498,0.069,0.099,0.078,0.534,0.214,0.032,0.618,0.382
Seq_1626,0.126,0.204,0.533,0.066,0.116,0.126,0.521,0.218,0.047,0.474,0.526
Seq_1627,0.124,0.168,0.564,0.047,0.031,0.124,0.568,0.214,0.058,0.579,0.421
Seq_1628,0.102,0.2,0.569,0.049,0.077,0.102,0.523,0.175,0.018,0.572,0.428
Seq_1629,0.148,0.167,0.505,0.043,0.101,0.148,0.488,0.231,0.041,0.469,0.531
Seq_1630,0.104,0.313,0.496,0.052,0.067,0.104,0.526,0.194,0.041,0.608,0.392
Seq_1631,0.166,0.107,0.585,0.059,0.068,0.166,0.546,0.229,0.054,0.444,0.556
Seq_1632,0.152,0.202,0.455,0.02,0.071,0.152,0.485,0.222,0.061,0.434,0.566
Seq_1633,0.171,0.216,0.437,0.015,0.07,0.171,0.472,0.211,0.045,0.457,0.543
Seq_1634,0.145,0.158,0.507,0.046,0.046,0.145,0.395,0.25,0.033,0.586,0.414
Seq_1635,0.193,0.245,0.378,0.024,0.092,0.193,0.406,0.253,0.04,0.382,0.618
Seq_1636,0.39,0.153,0.373,0.051,0.051,0.39,0.39,0.508,0.017,0.458,0.542
Seq_1637,0.098,0.226,0.556,0.079,0.079,0.098,0.545,0.211,0.019,0.5,0.5
Seq_1638,0.185,0.16,0.487,0.059,0.109,0.185,0.487,0.261,0.034,0.42,0.58
Seq_1639,0.131,0.168,0.518,0.047,0.079,0.131,0.513,0.209,0.058,0.518,0.482
Seq_1640,0.118,0.171,0.558,0.059,0.071,0.118,0.522,0.206,0.035,0.569,0.431
Seq_1641,0.11,0.157,0.59,0.058,0.061,0.11,0.541,0.206,0.041,0.602,0.398
Seq_1642,0.109,0.167,0.568,0.049,0.064,0.109,0.541,0.21,0.046,0.556,0.444
Seq_1643,0.157,0.237,0.455,0.077,0.059,0.157,0.444,0.259,0.033,0.496,0.504
Seq_1644,0.149,0.248,0.461,0.051,0.113,0.149,0.457,0.265,0.03,0.554,0.446
Seq_1645,0.147,0.248,0.461,0.051,0.113,0.147,0.457,0.265,0.03,0.556,0.444
Seq_1646,0.121,0.229,0.46,0.049,0.131,0.121,0.456,0.22,0.047,0.493,0.507
Seq_1647,0.151,0.157,0.53,0.051,0.093,0.151,0.515,0.229,0.045,0.467,0.533
Seq_1648,0.164,0.198,0.449,0.01,0.101,0.164,0.459,0.232,0.043,0.449,0.551
Seq_1649,0.145,0.19,0.511,0.06,0.08,0.145,0.514,0.234,0.037,0.546,0.454
Seq_1650,0.078,0.216,0.471,0.069,0.093,0.078,0.495,0.225,0.039,0.549,0.451
Seq_1651,0.124,0.166,0.546,0.041,0.056,0.124,0.517,0.217,0.032,0.512,0.488
Seq_1652,0.134,0.138,0.541,0.056,0.095,0.134,0.469,0.22,0.033,0.498,0.502
Seq_1653,0.139,0.187,0.507,0.057,0.075,0.139,0.495,0.234,0.04,0.542,0.458
Seq_1654,0.093,0.167,0.481,0.093,0.111,0.093,0.481,0.204,0.093,0.556,0.444
Seq_1655,0.134,0.17,0.508,0.041,0.078,0.134,0.497,0.207,0.059,0.491,0.509
Seq_1656,0.325,0.137,0.427,0.051,0.094,0.325,0.444,0.393,0.068,0.282,0.718
Seq_1657,0.135,0.153,0.502,0.054,0.101,0.135,0.493,0.241,0.038,0.468,0.532
Seq_1658,0.156,0.199,0.464,0.016,0.075,0.156,0.486,0.193,0.037,0.458,0.542
Seq_1659,0.116,0.167,0.571,0.057,0.077,0.116,0.506,0.201,0.026,0.553,0.447
Seq_1660,0.176,0.207,0.473,0.085,0.074,0.176,0.495,0.309,0.053,0.489,0.511
Seq_1661,0.128,0.255,0.433,0.053,0.077,0.128,0.469,0.227,0.043,0.518,0.482
Seq_1662,0.099,0.221,0.566,0.099,0.062,0.099,0.588,0.214,0.031,0.632,0.368
Seq_1663,0.114,0.217,0.54,0.034,0.103,0.114,0.468,0.175,0.042,0.544,0.456
Seq_1664,0.125,0.224,0.521,0.03,0.103,0.125,0.456,0.179,0.038,0.544,0.456
Seq_1665,0.144,0.189,0.501,0.055,0.065,0.144,0.506,0.238,0.038,0.499,0.501
Seq_1666,0.136,0.196,0.497,0.075,0.131,0.136,0.487,0.246,0.035,0.457,0.543
Seq_1667,0.178,0.112,0.538,0.03,0.071,0.178,0.509,0.237,0.041,0.479,0.521
Seq_1668,0.149,0.216,0.459,0.041,0.093,0.149,0.484,0.231,0.049,0.443,0.557
Seq_1669,0.146,0.16,0.521,0.061,0.085,0.146,0.512,0.239,0.014,0.526,0.474
Seq_1670,0.121,0.164,0.557,0.05,0.075,0.121,0.543,0.196,0.032,0.564,0.436
Seq_1671,0.116,0.253,0.478,0.056,0.095,0.116,0.514,0.214,0.057,0.536,0.464
Seq_1672,0.141,0.183,0.512,0.07,0.094,0.141,0.507,0.239,0.019,0.502,0.498
Seq_1673,0.146,0.127,0.552,0.08,0.085,0.146,0.538,0.264,0.019,0.481,0.519
Seq_1674,0.092,0.08,0.73,0.052,0.052,0.092,0.649,0.167,0.034,0.557,0.443
Seq_1675,0.15,0.223,0.488,0.106,0.041,0.15,0.47,0.284,0.031,0.541,0.459
Seq_1676,0.149,0.113,0.553,0.043,0.085,0.149,0.532,0.227,0.043,0.496,0.504
Seq_1677,0.145,0.265,0.444,0.034,0.085,0.145,0.479,0.205,0.085,0.53,0.47
Seq_1678,0.127,0.189,0.478,0.049,0.131,0.127,0.455,0.247,0.028,0.461,0.539
Seq_1679,0.134,0.169,0.53,0.052,0.101,0.134,0.462,0.24,0.022,0.549,0.451
Seq_1680,0.133,0.233,0.428,0.045,0.149,0.133,0.45,0.24,0.034,0.462,0.538
Seq_1681,0.121,0.181,0.547,0.058,0.082,0.121,0.552,0.225,0.038,0.484,0.516
Seq_1682,0.122,0.255,0.504,0.079,0.119,0.122,0.516,0.266,0.051,0.49,0.51
Seq_1683,0.133,0.171,0.504,0.029,0.043,0.133,0.478,0.209,0.023,0.403,0.597
Seq_1684,0.145,0.34,0.384,0.025,0.082,0.145,0.478,0.201,0.057,0.642,0.358
Seq_1685,0.135,0.191,0.525,0.07,0.103,0.135,0.541,0.241,0.052,0.455,0.545
Seq_1686,0.136,0.171,0.49,0.043,0.074,0.136,0.494,0.233,0.035,0.49,0.51
Seq_1687,0.131,0.194,0.5,0.059,0.14,0.131,0.477,0.248,0.005,0.464,0.536
Seq_1688,0.131,0.245,0.482,0.057,0.124,0.131,0.479,0.227,0.05,0.507,0.493
Seq_1689,0.142,0.225,0.444,0.035,0.114,0.142,0.462,0.215,0.038,0.437,0.563
Seq_1690,0.134,0.182,0.522,0.053,0.11,0.134,0.545,0.234,0.043,0.431,0.569
Seq_1691,0.139,0.182,0.517,0.053,0.11,0.139,0.545,0.239,0.043,0.435,0.565
Seq_1692,0.184,0.232,0.401,0.054,0.069,0.184,0.452,0.277,0.063,0.494,0.506
Seq_1693,0.172,0.155,0.489,0.029,0.069,0.172,0.466,0.224,0.046,0.339,0.661
Seq_1694,0.147,0.2,0.519,0.047,0.093,0.147,0.495,0.23,0.042,0.509,0.491
Seq_1695,0.135,0.207,0.476,0.06,0.117,0.135,0.458,0.255,0.037,0.515,0.485
Seq_1696,0.142,0.192,0.536,0.054,0.063,0.142,0.529,0.228,0.052,0.546,0.454
Seq_1697,0.154,0.203,0.501,0.04,0.09,0.154,0.485,0.234,0.045,0.487,0.513
Seq_1698,0.126,0.204,0.542,0.04,0.053,0.126,0.509,0.196,0.043,0.564,0.436
Seq_1699,0.08,0.157,0.672,0.055,0.186,0.08,0.58,0.168,0.029,0.489,0.511
Seq_1700,0.111,0.194,0.556,0.052,0.083,0.111,0.535,0.202,0.043,0.57,0.43
Seq_1701,0.157,0.131,0.581,0.068,0.078,0.157,0.54,0.253,0.028,0.535,0.465
Seq_1702,0.134,0.196,0.507,0.039,0.072,0.134,0.513,0.204,0.052,0.511,0.489
Seq_1703,0.136,0.225,0.463,0.055,0.127,0.136,0.451,0.239,0.037,0.518,0.482
Seq_1704,0.125,0.182,0.514,0.041,0.086,0.125,0.47,0.195,0.027,0.532,0.468
Seq_1705,0.13,0.154,0.583,0.065,0.068,0.13,0.552,0.204,0.034,0.54,0.46
Seq_1706,0.168,0.168,0.473,0.015,0.092,0.168,0.496,0.221,0.053,0.504,0.496
Seq_1707,0.127,0.281,0.393,0.071,0.067,0.127,0.468,0.251,0.056,0.502,0.498
Seq_1708,0.124,0.239,0.447,0.03,0.092,0.124,0.458,0.235,0.046,0.525,0.475
Seq_1709,0.161,0.12,0.552,0.081,0.047,0.161,0.534,0.25,0.042,0.484,0.516
