ID,DDR_A,DDR_C,DDR_D,DDR_E,DDR_F,DDR_G,DDR_H,DDR_I,DDR_K,DDR_L,DDR_M,DDR_N,DDR_P,DDR_Q,DDR_R,DDR_S,DDR_T,DDR_V,DDR_W,DDR_Y
Seq_2772,37.10,95.11,15.63,19.60,17.30,22.41,67.38,19.39,9.47,11.32,33.17,43.49,24.62,76.12,57.51,13.29,133.09,22.39,0.00,49.36
Seq_2773,49.89,100.03,33.99,30.30,70.70,36.00,47.85,33.55,23.04,38.50,156.47,33.72,24.49,40.12,22.39,15.57,47.45,36.40,162.52,28.25
Seq_2774,29.12,249.35,43.14,34.38,152.42,38.37,81.53,53.80,40.66,30.66,159.64,38.74,44.19,51.31,40.25,22.71,44.33,34.14,583.79,119.47
Seq_2775,29.18,67.40,32.80,42.02,42.38,22.62,58.95,42.13,39.77,20.41,86.60,105.88,27.21,87.08,48.71,28.94,36.25,30.77,76.07,52.75
Seq_2776,24.08,110.70,40.42,29.13,57.55,45.07,69.88,39.57,32.36,22.09,91.54,53.69,30.29,51.06,35.36,38.66,28.96,23.61,200.79,74.88
Seq_2777,39.04,99.09,20.44,14.59,41.62,27.28,68.66,28.24,24.99,13.07,39.79,18.50,71.03,41.26,47.15,23.54,32.84,50.80,98.37,47.05
Seq_2778,16.05,63.16,32.06,33.08,41.29,25.24,35.59,16.12,39.38,12.75,69.52,28.48,29.79,52.73,33.56,17.15,24.90,57.41,0.00,109.12
Seq_2779,21.89,116.17,20.76,23.96,52.32,26.04,74.66,27.29,36.08,32.63,87.14,25.76,39.45,36.42,42.23,70.50,27.92,23.89,78.81,39.82
Seq_2780,19.28,58.38,19.50,30.53,23.52,21.33,86.73,31.56,33.00,22.44,66.21,50.65,49.38,44.92,23.15,17.73,42.61,14.59,35.84,41.08
Seq_2781,14.60,80.95,25.32,26.76,67.03,16.48,49.73,26.57,96.07,19.35,77.56,60.49,62.89,52.21,14.35,34.50,23.83,27.78,157.17,154.53
Seq_2782,23.57,188.08,44.43,17.20,70.77,17.30,76.23,23.94,46.29,31.97,119.41,47.94,35.04,32.50,34.62,19.37,31.40,20.04,50.95,48.93
Seq_2783,26.93,64.85,49.33,84.03,29.47,27.01,100.12,28.85,34.29,12.69,64.27,49.26,31.20,43.62,31.59,34.11,44.73,23.74,75.87,33.04
Seq_2784,14.43,86.45,25.02,23.10,31.06,13.84,37.51,43.36,15.83,44.69,28.25,25.35,16.72,95.81,131.45,47.50,37.71,14.91,0.00,67.83
Seq_2785,19.30,172.91,48.32,15.61,50.59,26.92,92.30,27.63,21.85,21.35,92.58,40.97,67.61,58.60,50.88,41.64,40.74,23.28,340.14,38.97
Seq_2786,23.70,390.79,50.46,21.09,49.21,21.38,82.52,37.74,37.92,14.21,97.49,77.70,29.78,144.82,20.81,70.90,54.07,20.43,76.67,50.60
Seq_2787,38.10,84.10,19.23,19.01,26.31,39.02,62.62,16.62,16.94,14.19,39.63,30.90,90.37,94.69,40.56,22.28,35.86,50.69,81.89,34.94
Seq_2788,18.02,110.53,32.17,30.02,62.27,35.48,50.18,15.64,25.45,15.26,66.10,33.18,27.04,30.50,33.47,42.42,36.10,27.72,110.62,52.23
Seq_2789,31.56,304.65,43.13,22.43,70.68,30.83,72.59,32.44,23.48,21.74,101.27,37.05,65.74,37.47,42.67,28.87,69.38,33.56,156.79,140.55
Seq_2790,37.93,75.55,23.26,25.67,43.89,20.54,111.16,34.67,24.29,15.78,41.70,64.96,31.92,25.65,34.84,22.33,46.65,20.66,52.13,26.20
Seq_2791,33.49,164.14,44.78,15.11,76.22,24.16,58.26,45.19,52.07,21.03,83.19,104.67,31.51,25.31,33.22,38.25,33.80,22.45,64.07,41.55
Seq_2792,29.80,68.43,34.66,48.75,42.81,14.15,69.59,75.29,30.41,22.48,89.66,47.69,120.60,42.17,34.49,32.90,24.29,44.78,63.19,66.69
Seq_2793,25.61,186.09,58.34,37.25,43.67,20.95,123.78,24.52,30.87,20.79,90.76,45.12,74.14,40.96,36.87,26.22,33.38,25.93,213.32,62.99
Seq_2794,36.96,39.74,51.22,18.53,35.79,29.04,57.94,37.14,23.10,20.54,109.28,45.55,39.70,43.89,25.82,41.04,41.17,28.39,133.82,36.41
Seq_2795,56.16,49.18,39.30,19.81,36.57,25.55,71.65,44.61,22.76,15.97,60.67,81.92,40.85,47.41,36.70,43.52,36.37,33.88,143.99,42.64
Seq_2796,23.82,96.48,20.17,27.47,119.72,14.26,39.38,14.98,26.02,27.88,54.91,29.70,43.89,111.59,24.24,51.96,31.38,18.64,121.31,64.04
Seq_2797,15.18,96.85,51.43,14.16,29.56,15.08,25.69,37.22,22.91,32.71,107.17,34.00,21.33,58.69,46.09,20.87,27.55,17.23,48.54,41.87
Seq_2798,18.84,0.00,70.80,10.11,28.91,12.74,42.38,0.00,40.78,14.46,39.84,52.80,18.02,0.00,13.23,46.13,36.36,20.85,24.81,58.64
Seq_2799,19.10,72.12,81.00,17.37,39.59,27.54,158.85,21.60,20.47,16.08,65.85,40.27,43.73,117.11,29.16,24.65,34.78,16.91,88.82,46.06
Seq_2800,16.15,10.30,16.78,28.22,21.83,14.90,13.68,26.47,20.69,12.74,35.21,45.77,25.88,15.65,31.33,28.70,0.00,19.85,0.00,41.72
Seq_2801,41.09,96.81,33.97,31.23,46.89,31.32,72.51,28.24,32.16,24.62,87.86,25.29,106.82,28.71,67.57,28.37,31.76,73.54,81.37,47.21
Seq_2802,26.04,78.96,17.78,13.91,73.82,22.73,26.89,15.16,32.24,18.90,65.29,30.62,117.60,52.69,70.66,33.76,60.77,25.97,75.34,40.33
Seq_2803,43.43,25.25,24.95,42.18,54.84,32.39,32.41,18.79,48.38,20.89,101.14,24.44,50.36,48.91,41.41,23.50,37.62,19.52,55.85,91.93
Seq_2804,18.88,58.45,33.83,21.15,70.17,43.66,94.14,29.17,37.86,14.44,66.42,39.55,41.00,32.30,44.38,33.01,39.51,22.05,223.75,67.09
Seq_2805,28.68,227.33,40.55,27.74,62.97,24.71,89.49,29.76,25.26,18.70,78.23,48.98,41.29,54.33,32.77,47.35,25.50,26.38,123.29,53.22
Seq_2806,21.63,76.72,40.48,17.20,48.05,16.87,90.13,26.14,27.80,21.71,83.11,34.95,35.00,44.25,46.01,54.41,27.52,25.83,139.49,60.19
Seq_2807,20.56,45.91,66.47,37.92,28.03,31.01,50.17,18.74,19.82,15.78,66.67,20.47,29.27,72.83,25.78,24.57,40.77,21.91,57.33,21.48
Seq_2808,37.94,82.28,53.83,42.02,65.12,39.99,160.19,27.74,22.18,19.69,81.34,22.30,64.33,60.44,57.88,15.89,25.59,18.67,219.73,43.37
Seq_2809,26.02,130.77,33.99,23.23,38.89,18.07,76.02,16.86,24.12,26.36,75.49,39.01,52.87,62.96,56.53,29.67,31.46,21.12,181.42,68.26
Seq_2810,35.63,61.67,28.77,30.07,63.30,42.02,47.94,36.22,26.85,20.46,64.03,47.53,40.78,47.26,41.03,25.79,34.03,36.31,207.67,52.44
Seq_2811,30.02,289.52,22.73,26.80,44.99,26.69,68.25,37.74,40.74,22.93,101.95,39.18,29.10,41.31,53.52,55.68,24.14,23.71,116.22,54.47
Seq_2812,34.38,99.38,39.08,16.09,48.34,32.79,32.15,21.54,19.09,14.91,127.19,37.79,47.62,44.10,20.98,24.22,110.06,20.01,119.06,30.93
Seq_2813,19.06,38.25,33.35,16.94,29.56,22.08,30.73,25.71,18.16,33.42,30.73,42.16,33.10,51.96,46.77,26.73,38.15,25.27,34.05,44.60
Seq_2814,22.23,166.23,54.43,29.34,156.16,25.31,91.83,121.55,21.02,48.00,182.22,72.40,22.41,51.36,53.09,26.52,45.78,53.42,162.47,168.05
Seq_2815,15.00,138.40,31.47,47.06,50.66,20.51,37.36,32.43,54.27,21.04,51.80,32.68,30.67,62.16,92.95,33.81,20.18,24.48,70.88,56.40
Seq_2816,22.42,251.35,35.42,13.77,21.75,22.95,62.11,36.75,23.70,15.76,110.76,60.34,58.53,148.46,51.09,46.31,32.97,20.70,77.97,76.58
Seq_2817,34.36,62.40,43.82,24.40,45.76,28.21,85.54,24.89,23.88,12.86,103.33,47.00,35.13,101.02,38.51,23.08,57.60,25.79,188.23,48.63
Seq_2818,21.30,173.67,31.31,31.64,70.11,18.42,119.68,53.73,47.50,12.60,149.62,52.26,52.61,32.15,71.02,24.67,42.37,37.05,96.56,123.27
Seq_2819,28.28,369.46,81.59,63.72,108.64,73.50,78.96,39.61,21.07,21.37,66.80,54.29,27.86,22.54,48.29,32.29,24.05,26.55,426.70,180.66
Seq_2820,21.35,85.88,76.73,29.70,44.92,31.70,57.13,12.67,25.31,12.40,68.82,65.27,28.58,24.99,37.42,41.14,38.01,28.76,0.00,53.15
Seq_2821,20.80,96.59,38.55,37.77,97.82,23.06,42.33,50.83,68.92,22.91,131.16,64.25,33.13,47.30,42.35,31.72,30.50,24.98,103.37,57.84
Seq_2822,36.35,120.98,38.75,29.58,55.07,23.06,58.29,51.94,35.74,18.64,47.32,28.62,29.82,38.29,30.63,22.25,43.08,31.07,112.50,57.01
Seq_2823,30.18,120.49,40.24,33.21,64.46,22.91,53.09,66.11,36.45,16.59,48.19,34.57,33.29,42.21,22.58,22.77,36.25,33.46,112.17,56.50
Seq_2824,29.57,114.67,45.00,32.34,82.74,36.30,131.19,75.87,27.07,26.56,112.45,104.13,20.70,74.53,27.13,23.13,47.90,33.25,186.55,125.51
Seq_2825,24.50,174.02,35.34,31.01,37.15,21.83,52.84,18.15,54.85,12.98,65.27,49.10,45.66,46.97,22.77,28.84,37.58,33.98,0.00,145.94
Seq_2826,18.47,157.93,30.46,23.75,66.95,35.46,42.01,19.93,32.15,17.81,91.66,39.63,36.82,45.36,34.78,46.53,37.24,18.63,68.28,36.13
Seq_2827,59.14,132.68,34.37,31.75,37.26,38.25,50.16,19.48,30.14,34.41,76.22,51.16,32.14,72.76,64.28,28.43,26.82,18.83,74.40,47.17
Seq_2828,11.67,77.49,62.22,29.53,49.12,15.93,69.69,27.78,52.91,25.13,72.19,30.50,29.34,135.29,30.54,33.23,18.95,13.20,85.86,70.26
Seq_2829,12.86,114.09,26.20,51.58,61.95,49.85,34.53,22.59,42.49,13.19,57.95,29.92,19.85,33.25,34.08,30.57,36.34,12.68,42.83,77.37
Seq_2830,12.59,114.94,21.63,40.36,69.08,15.16,111.78,62.58,29.69,15.11,93.02,44.93,44.73,46.64,32.51,32.16,38.23,29.98,235.05,75.37
Seq_2831,16.13,49.45,26.19,19.14,57.49,33.99,90.54,40.75,31.48,20.63,47.27,39.43,54.41,23.75,38.20,35.39,18.27,26.36,87.89,75.13
Seq_2832,34.69,66.30,31.18,22.46,38.65,31.24,80.50,48.40,31.21,18.45,60.64,43.85,56.01,29.72,22.74,40.39,38.38,39.50,208.14,47.67
Seq_2833,31.67,66.30,29.96,20.59,40.09,31.49,96.77,48.75,31.42,18.22,67.55,45.36,55.61,31.77,29.12,48.54,33.03,46.43,208.14,45.62
Seq_2834,34.72,55.66,42.84,17.70,71.72,26.24,44.43,19.48,21.06,14.75,56.89,19.18,33.65,45.75,38.75,20.48,27.72,24.10,0.00,28.66
Seq_2835,22.53,53.09,20.29,36.30,58.84,24.53,44.87,51.27,16.63,14.59,168.05,53.50,63.20,36.06,67.43,15.01,14.15,18.31,131.61,24.02
Seq_2836,23.12,73.87,17.08,31.52,55.75,24.61,35.83,20.85,19.27,18.39,35.75,41.02,36.31,78.74,54.02,37.07,32.89,41.16,72.34,39.03
Seq_2837,26.07,113.45,29.33,31.49,44.52,27.13,83.49,57.57,51.41,16.93,71.01,36.26,28.63,78.23,24.96,25.30,113.49,32.36,91.10,81.70
Seq_2838,17.78,80.86,28.23,18.76,51.77,24.40,78.40,57.66,40.68,11.21,52.76,77.92,21.47,36.70,69.37,38.32,21.03,16.57,41.24,57.22
Seq_2839,15.99,63.29,24.90,20.48,74.46,54.12,26.72,12.63,17.22,16.16,101.54,20.40,45.66,43.54,40.78,45.22,47.37,14.12,0.00,40.88
Seq_2840,25.16,77.95,25.93,32.46,31.99,42.71,55.80,20.78,44.28,17.72,64.39,36.64,30.93,61.97,33.32,41.90,42.67,29.15,187.85,35.66
Seq_2841,23.81,123.55,30.06,15.08,28.75,32.88,180.69,15.64,26.01,20.21,50.49,48.00,44.18,47.51,18.16,42.25,37.86,33.53,210.76,54.57
Seq_2842,60.89,83.99,24.26,12.48,46.60,26.69,38.30,17.17,17.55,35.40,30.62,21.67,36.12,53.32,33.11,27.89,19.02,20.15,44.07,24.23
Seq_2843,22.49,80.72,35.43,25.69,28.52,16.01,50.11,56.84,34.28,15.19,41.34,48.72,31.15,37.52,27.00,37.39,30.11,28.33,88.38,48.94
Seq_2844,48.57,49.91,44.46,25.42,56.51,19.27,87.03,18.22,16.08,23.39,39.07,19.22,37.16,141.73,99.23,13.62,40.68,27.04,133.53,37.30
Seq_2845,15.84,72.91,26.28,18.32,39.57,18.91,38.52,47.41,16.81,11.92,54.17,61.35,66.37,86.71,67.21,22.17,16.79,25.33,128.18,29.41
Seq_2846,27.16,88.39,28.02,18.67,62.57,37.91,148.06,42.21,14.38,15.48,105.73,40.85,46.64,30.27,24.41,26.83,45.96,25.48,84.61,99.39
Seq_2847,25.20,86.36,21.50,28.19,49.52,21.21,63.89,19.73,14.59,20.03,95.49,35.34,31.83,117.53,43.68,32.72,33.72,20.16,200.18,59.66
Seq_2848,15.04,51.39,19.40,22.60,68.92,14.45,43.23,34.69,19.41,28.81,37.21,32.98,37.69,31.08,53.31,44.41,29.99,22.42,43.24,82.20
Seq_2849,28.94,276.57,34.09,34.00,25.75,27.36,66.99,48.93,34.94,14.84,72.00,42.33,48.52,79.68,44.27,25.18,31.86,35.21,56.64,57.21
Seq_2850,32.70,737.23,36.96,19.16,70.32,73.74,99.24,25.32,14.54,18.63,97.44,17.71,299.26,38.02,65.73,25.37,29.17,47.92,1237.87,52.29
Seq_2851,40.11,43.14,43.59,20.55,36.75,50.96,93.54,33.61,20.52,12.42,57.57,36.59,85.17,23.98,38.59,28.19,51.66,21.47,102.63,35.47
Seq_2852,43.62,59.46,42.21,25.98,93.55,43.84,70.61,48.99,26.94,14.98,83.27,52.82,64.93,31.47,47.15,26.68,28.94,34.89,288.66,73.93
Seq_2853,32.02,101.96,32.51,30.06,36.00,19.01,113.45,28.15,27.05,15.70,109.15,46.99,34.40,56.45,44.49,28.92,33.39,17.35,349.21,40.13
Seq_2854,11.50,299.64,27.66,22.60,34.35,25.54,50.19,47.07,77.91,18.65,92.50,88.23,32.34,56.14,14.02,74.59,45.47,17.36,102.28,62.58
Seq_2855,24.71,52.94,28.37,43.67,60.99,20.18,38.77,34.37,30.34,12.15,93.05,47.22,30.15,51.95,26.03,23.94,82.00,42.66,88.15,49.83
Seq_2856,19.08,95.02,51.10,38.82,41.58,39.04,61.44,46.07,69.84,18.75,174.06,71.22,26.87,32.95,30.00,15.41,41.72,41.93,61.55,60.20
Seq_2857,29.34,99.53,57.26,23.03,52.08,29.89,63.73,22.04,24.62,29.43,72.80,49.52,38.64,50.51,35.82,45.81,30.20,31.00,76.21,41.36
Seq_2858,33.67,75.75,33.43,25.75,33.37,35.01,38.62,45.41,41.13,19.84,83.17,50.11,30.20,46.36,31.55,29.18,40.56,32.21,85.51,48.86
Seq_2859,16.12,68.45,24.31,22.31,44.47,20.49,86.80,23.88,32.79,16.04,84.53,34.45,52.60,40.68,27.31,22.71,30.45,17.34,0.00,73.07
Seq_2860,25.06,191.18,28.18,24.43,141.73,40.28,86.27,40.36,52.08,11.70,79.27,63.46,38.12,26.65,26.46,24.86,28.82,26.93,216.85,148.46
Seq_2861,30.17,58.13,22.77,24.07,38.16,40.84,81.12,26.92,27.98,57.55,67.24,30.40,29.25,71.72,34.70,35.63,24.62,20.14,115.57,22.22
Seq_2862,13.86,131.01,31.83,30.55,87.26,24.75,105.66,25.64,48.43,17.48,70.32,32.14,24.65,23.28,33.00,41.47,51.71,23.63,87.55,38.35
Seq_2863,33.49,51.35,27.97,20.02,24.85,46.60,95.10,34.64,21.29,13.47,78.76,40.64,81.53,19.99,28.80,25.15,68.84,26.21,95.35,58.70
Seq_2864,22.92,149.99,22.80,18.45,49.93,42.06,100.98,39.18,19.51,19.40,64.79,31.19,46.42,40.36,43.05,15.82,49.61,50.59,301.42,62.38
Seq_2865,22.60,96.34,33.28,43.60,42.45,33.99,58.21,59.30,46.72,14.54,92.53,69.67,30.30,41.36,25.22,24.04,36.46,36.02,142.54,63.61
Seq_2866,30.36,169.71,38.95,26.46,82.87,48.72,130.46,76.80,50.54,14.80,68.49,45.50,27.62,33.54,36.15,21.99,27.23,39.67,177.69,110.12
Seq_2867,16.88,95.62,47.38,21.30,53.27,39.07,74.97,70.46,60.57,21.17,100.97,126.87,50.88,28.56,23.79,22.48,55.88,42.53,361.73,101.66
Seq_2868,19.21,31.65,36.62,92.39,31.86,33.49,118.79,34.50,50.46,17.22,61.04,73.94,30.95,97.38,37.39,28.79,33.34,28.41,79.41,43.48
Seq_2869,42.95,92.07,35.71,29.89,28.30,30.90,61.87,26.14,32.35,16.57,70.48,36.91,34.09,38.30,29.25,31.13,33.83,21.42,98.88,44.58
Seq_2870,35.45,43.92,29.08,30.43,24.92,15.22,49.93,54.17,23.75,10.85,42.50,22.79,26.67,58.19,44.80,29.68,40.70,13.29,50.34,104.47
Seq_2871,22.19,20.43,16.24,12.83,58.53,55.19,36.83,34.06,27.72,22.86,63.30,44.96,31.43,19.95,22.72,33.96,33.85,24.32,119.10,32.50
Seq_2872,9.46,71.43,32.05,19.58,32.12,22.61,78.16,56.08,45.35,13.04,81.28,103.83,27.26,56.75,27.98,34.60,47.31,42.94,68.67,30.95
Seq_2873,47.11,67.63,32.18,61.49,80.78,36.86,91.53,55.21,31.67,20.63,70.96,70.71,42.47,37.57,27.13,27.61,34.81,29.77,117.32,99.91
Seq_2874,14.62,0.00,26.72,17.92,70.01,32.93,69.19,22.66,24.04,13.10,88.42,23.68,21.08,20.01,23.36,23.24,26.93,16.80,0.00,26.80
Seq_2875,44.83,64.29,30.31,39.94,31.31,30.70,61.32,22.29,23.53,20.39,51.71,36.36,34.10,47.16,35.86,23.58,30.39,32.07,196.16,61.71
Seq_2876,25.68,80.52,35.68,23.28,84.99,36.28,78.15,47.67,34.97,17.49,88.57,79.93,29.42,31.96,48.64,36.06,44.14,32.85,110.65,97.49
Seq_2877,21.78,103.26,63.52,45.73,45.29,24.74,55.42,79.81,58.27,20.13,81.06,101.22,50.24,37.91,32.53,18.67,38.96,39.62,290.12,180.79
Seq_2878,54.14,159.29,27.51,22.61,50.87,41.14,75.29,31.98,21.81,13.17,33.20,38.01,42.21,33.38,42.13,25.04,59.08,24.23,198.80,42.37
Seq_2879,10.51,80.88,18.84,23.67,84.65,19.80,44.41,43.59,107.66,16.65,89.58,74.22,35.49,25.50,23.67,33.22,41.27,23.03,52.38,65.47
Seq_2880,9.14,0.00,22.43,16.29,26.41,19.22,25.25,18.76,41.33,16.65,39.28,85.95,27.97,43.90,21.86,25.39,60.34,25.90,34.75,28.18
Seq_2881,21.55,37.28,51.74,110.06,39.38,35.79,147.58,22.55,55.26,12.47,80.94,44.90,35.10,57.21,55.18,40.46,36.52,17.60,78.22,46.01
Seq_2882,31.13,138.54,27.28,34.02,37.40,38.81,55.89,47.92,33.28,23.39,90.79,33.69,35.06,45.71,35.41,26.85,38.83,25.07,196.45,50.95
Seq_2883,21.89,0.00,0.00,20.58,26.00,17.57,0.00,18.86,0.00,6.82,35.03,16.91,22.80,24.05,16.69,13.31,18.38,11.86,0.00,14.53
Seq_2884,28.28,32.84,43.44,35.37,62.96,23.37,83.67,33.43,38.42,27.69,110.54,51.42,23.60,109.71,68.49,32.17,31.63,21.47,61.29,29.81
Seq_2885,41.38,71.58,36.76,24.07,32.76,44.84,62.75,28.98,33.91,19.43,77.50,45.05,43.43,41.58,35.04,28.48,48.85,24.55,108.68,54.95
Seq_2886,25.67,131.88,37.39,25.96,56.75,47.70,52.51,66.47,76.79,21.05,64.97,94.84,43.76,30.52,46.69,19.54,24.13,44.13,130.47,77.54
Seq_2887,25.55,46.79,36.05,26.61,38.55,21.70,52.76,25.62,33.09,19.87,64.60,47.52,63.93,45.26,142.74,26.87,23.78,19.16,63.35,92.45
Seq_2888,21.85,73.38,25.17,27.85,37.68,22.53,93.43,29.99,24.32,21.60,59.04,28.96,33.66,100.33,26.61,30.51,93.36,20.89,171.57,38.22
Seq_2889,43.61,74.76,40.32,22.77,67.24,38.86,59.86,58.75,40.05,16.41,92.79,50.29,32.29,32.54,46.84,26.80,43.77,26.21,289.20,109.26
Seq_2890,29.92,130.25,58.26,50.83,73.11,47.31,256.36,53.98,53.63,15.72,67.10,66.69,56.71,48.96,87.67,32.20,38.43,32.27,485.73,176.98
Seq_2891,25.52,103.91,169.49,35.57,23.14,22.29,104.83,22.30,79.11,18.86,56.85,62.70,41.20,50.73,42.96,23.36,40.70,18.86,113.65,66.87
Seq_2892,17.47,35.74,65.04,69.20,38.71,23.26,19.23,37.06,12.01,25.23,84.01,28.82,38.17,13.11,27.67,17.95,16.00,40.82,66.57,29.95
Seq_2893,25.70,184.51,33.14,29.31,61.84,28.62,109.39,45.18,76.97,22.04,220.35,38.01,26.92,41.58,32.68,21.18,35.09,27.81,421.31,43.76
Seq_2894,23.40,87.30,30.65,32.12,54.51,39.55,40.07,36.72,55.32,9.20,114.05,49.59,45.04,31.23,23.96,26.64,21.96,24.91,89.97,28.73
Seq_2895,34.83,235.40,26.28,18.72,44.06,28.73,72.63,29.47,25.83,27.29,48.06,43.54,39.01,41.46,33.60,29.28,43.77,32.65,128.36,40.94
Seq_2896,30.54,150.54,34.75,32.15,25.31,22.05,87.09,16.54,17.54,16.96,42.37,28.39,44.13,108.80,55.53,19.57,40.47,24.76,195.75,48.46
Seq_2897,29.63,84.47,49.12,25.56,73.25,30.64,88.39,33.87,26.63,18.07,52.98,75.50,42.48,29.89,25.78,21.28,78.72,30.69,153.31,106.46
Seq_2898,19.08,178.98,63.16,65.07,21.08,18.50,160.84,16.96,118.96,15.98,59.27,74.12,42.08,52.55,43.14,21.66,43.63,18.05,194.50,60.62
Seq_2899,30.92,0.00,24.97,22.62,21.89,52.21,63.32,30.07,22.28,21.66,48.88,26.63,44.49,46.85,40.65,34.65,32.14,26.91,78.41,24.67
Seq_2900,16.55,119.25,55.07,18.30,54.57,21.50,73.21,22.06,21.94,15.47,56.13,24.79,53.30,43.86,28.85,34.92,25.97,19.74,125.26,82.33
Seq_2901,32.77,99.33,22.53,20.07,53.34,52.87,57.56,40.81,20.94,30.63,35.51,40.28,56.57,44.44,51.65,31.26,39.27,35.92,114.37,92.88
Seq_2902,20.87,83.33,46.14,26.41,36.21,39.28,49.11,43.31,28.70,16.49,57.12,34.53,44.47,45.41,31.77,34.25,41.04,34.80,212.22,55.27
Seq_2903,21.62,156.96,27.17,21.19,43.96,29.32,101.58,27.86,28.35,19.64,73.20,41.94,41.65,51.58,29.20,33.00,35.39,19.50,272.05,43.45
Seq_2904,18.67,224.67,40.84,39.52,29.14,13.38,110.66,61.55,28.25,19.34,233.43,31.21,60.09,33.12,35.08,31.41,34.52,26.69,58.53,44.85
Seq_2905,29.73,0.00,24.80,18.84,29.28,30.38,40.67,14.53,23.83,20.71,30.93,69.42,29.36,34.77,52.12,63.56,23.97,16.78,63.91,36.52
Seq_2906,23.86,0.00,30.99,31.48,113.87,40.46,119.43,30.80,28.57,19.79,80.56,19.17,41.93,20.27,53.89,27.09,22.68,23.71,128.19,51.59
Seq_2907,38.19,0.00,29.97,19.39,26.42,31.07,218.76,24.65,14.42,21.56,88.22,25.44,28.35,30.09,74.97,32.32,23.02,29.64,176.77,53.91
Seq_2908,34.08,255.76,22.99,17.77,51.48,42.36,95.95,78.08,22.75,18.30,153.94,43.20,72.83,57.76,29.71,27.60,36.21,37.67,250.42,177.66
Seq_2909,53.99,72.65,27.00,35.23,38.37,43.54,63.18,44.61,27.87,25.87,76.61,44.45,43.57,42.06,31.48,29.98,42.08,37.78,267.23,53.74
Seq_2910,20.05,0.00,30.16,30.66,35.22,35.79,50.76,33.05,71.60,18.17,54.34,37.55,47.70,33.67,18.66,47.47,22.11,39.31,91.83,43.62
Seq_2911,20.32,0.00,52.43,17.89,64.03,18.56,197.22,69.84,55.38,15.07,75.17,201.01,30.16,112.14,16.93,48.09,27.84,17.58,111.30,78.04
Seq_2912,29.05,48.38,31.36,20.86,36.44,50.42,68.65,25.42,26.73,19.72,64.22,49.58,65.75,38.95,36.67,31.83,33.55,39.50,151.87,77.40
Seq_2913,32.76,49.27,33.44,20.68,35.63,60.43,61.62,26.95,26.17,19.37,66.62,45.53,73.91,37.72,33.50,32.62,31.23,39.38,150.70,77.39
Seq_2914,48.32,79.63,31.21,24.67,50.00,19.38,80.21,30.91,38.05,28.14,87.33,38.07,39.29,59.38,53.92,26.83,43.79,34.00,86.62,37.59
Seq_2915,16.86,136.78,17.88,43.82,31.33,13.66,41.40,29.21,67.02,20.39,67.69,81.30,22.69,46.31,27.98,30.10,26.51,25.19,0.00,58.70
Seq_2916,49.82,230.87,39.42,34.84,63.48,25.77,175.10,30.63,33.61,18.08,41.31,44.12,45.49,38.68,22.47,30.18,31.92,21.22,149.54,72.78
Seq_2917,48.72,230.87,39.42,27.60,63.48,25.77,175.19,29.04,34.49,18.08,41.31,42.09,45.49,38.65,22.47,30.47,31.94,22.06,149.54,72.78
Seq_2918,53.05,230.87,43.80,34.83,63.48,25.81,118.53,25.82,37.66,18.90,41.01,43.73,46.18,39.79,20.70,27.69,32.91,19.93,149.54,72.78
Seq_2919,53.12,230.87,43.80,34.83,63.48,25.81,118.53,25.82,37.66,18.90,41.01,43.73,46.18,39.79,20.70,27.71,32.91,19.93,149.54,72.78
Seq_2920,24.80,82.55,24.46,15.35,90.14,38.86,83.96,38.58,21.08,18.93,99.52,39.47,60.59,43.77,31.95,22.30,26.48,34.16,137.53,66.50
Seq_2921,28.31,146.91,14.99,25.90,48.08,36.81,50.42,15.25,18.43,19.76,110.44,58.99,51.17,60.24,20.55,57.29,28.90,35.41,119.79,33.62
Seq_2922,13.75,122.16,27.08,18.46,28.10,33.14,100.02,20.79,23.30,23.42,85.17,44.07,31.42,60.13,85.24,46.71,42.38,32.78,126.66,74.86
Seq_2923,25.04,626.59,38.62,135.86,51.50,21.42,81.41,41.02,100.26,25.31,108.93,26.30,33.73,54.75,50.59,21.37,18.98,32.28,54.26,45.29
Seq_2924,17.66,354.97,44.52,23.40,22.79,23.38,107.36,34.23,27.00,17.81,118.66,28.72,34.04,61.55,34.03,21.02,42.18,19.29,85.94,55.49
Seq_2925,13.57,351.29,24.09,23.00,58.10,14.45,88.43,34.89,124.38,24.42,141.41,80.14,27.70,44.24,33.91,33.70,23.85,31.07,0.00,104.75
Seq_2926,10.24,21.57,18.09,28.72,43.63,19.49,34.87,0.00,46.93,14.95,69.01,27.59,16.49,15.96,43.22,13.65,24.26,21.10,35.54,20.70
Seq_2927,31.98,243.13,26.71,29.18,67.00,32.01,82.15,28.41,27.77,19.47,89.35,39.82,42.64,40.01,43.23,34.32,29.99,25.49,209.52,49.69
Seq_2928,50.49,150.45,30.85,17.70,47.04,26.41,73.72,29.56,18.57,19.38,69.58,22.26,37.91,33.36,43.86,28.33,47.19,26.80,128.31,99.63
Seq_2929,35.18,50.26,29.46,25.06,58.99,31.24,79.94,76.98,63.76,25.44,91.77,84.19,30.42,35.79,30.20,33.07,33.78,24.53,196.50,101.03
Seq_2930,14.56,150.88,32.29,17.31,71.19,12.68,71.57,25.75,43.40,12.81,55.54,0.00,27.07,188.70,20.82,131.16,34.43,27.10,0.00,71.58
