ID,AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y
Seq_1155,8.25,2.54,3.81,6.03,5.71,5.24,2.54,5.87,3.33,7.14,2.38,3.17,5.40,3.49,7.30,9.52,6.51,7.30,0.79,3.65
Seq_1156,9.52,1.10,2.76,4.83,4.00,8.97,2.34,3.17,3.59,16.55,2.62,2.48,4.41,4.14,4.97,6.90,5.10,7.86,2.07,2.62
Seq_1157,5.76,2.09,9.42,7.85,5.24,5.76,3.14,4.71,8.90,7.85,3.14,5.76,1.57,1.57,3.66,5.24,6.28,4.71,3.66,3.66
Seq_1158,10.66,1.39,4.64,7.57,6.18,7.26,3.25,4.33,5.10,9.58,3.09,3.25,5.41,4.95,6.34,6.18,3.25,5.10,0.31,2.16
Seq_1159,7.25,3.11,7.77,8.29,3.63,6.22,1.04,5.70,8.81,7.77,3.11,3.11,5.70,2.59,6.22,3.63,4.15,8.29,1.04,2.59
Seq_1160,8.72,1.74,5.81,5.52,4.36,11.92,2.91,6.98,3.78,10.76,2.33,2.33,3.49,2.91,5.52,7.56,3.49,5.23,1.45,3.20
Seq_1161,13.50,0.55,6.39,8.39,1.28,10.77,0.18,5.84,7.30,7.66,4.20,3.47,2.55,2.92,4.01,3.10,6.02,10.58,0.00,1.28
Seq_1162,8.15,1.25,9.09,6.58,3.13,7.52,0.63,5.96,6.90,10.34,3.76,2.82,0.63,4.08,7.52,6.90,5.96,4.39,0.31,4.08
Seq_1163,6.30,1.38,8.27,8.07,4.13,7.48,2.36,6.69,7.28,9.45,2.76,2.95,3.15,2.95,5.31,6.69,4.53,6.30,1.18,2.76
Seq_1164,6.77,0.19,6.38,12.57,2.90,6.58,0.97,1.93,11.80,5.61,2.13,3.68,5.80,4.26,7.16,10.06,5.03,3.68,0.77,1.74
Seq_1165,6.06,0.87,5.63,5.34,4.04,8.08,1.15,5.77,4.76,8.51,2.74,6.64,4.47,3.61,4.91,9.09,5.48,8.08,2.31,2.45
Seq_1166,6.33,1.51,5.12,5.42,2.11,7.83,3.31,6.33,8.13,11.45,3.01,3.92,3.01,3.61,3.01,7.23,3.92,10.84,1.81,2.11
Seq_1167,6.02,1.51,5.72,4.82,2.11,7.53,1.81,7.23,8.43,11.14,2.41,4.22,3.61,4.22,3.01,7.83,3.31,11.14,1.81,2.11
Seq_1168,5.21,0.65,5.21,5.86,5.54,5.21,5.21,3.58,5.21,12.38,1.95,3.91,7.17,5.21,7.17,5.54,2.93,6.51,1.63,3.91
Seq_1169,7.10,2.37,0.59,2.96,2.96,8.88,4.73,6.51,2.96,17.75,3.55,3.55,5.33,1.78,5.33,7.69,5.92,5.92,2.37,1.78
Seq_1170,13.69,1.45,4.98,5.81,1.66,11.83,1.24,2.28,2.28,14.52,2.28,0.62,7.05,5.81,6.64,5.60,3.53,7.68,0.83,0.21
Seq_1171,12.76,2.41,3.45,7.93,4.83,8.28,1.03,6.55,7.59,8.97,3.10,4.83,3.10,3.79,4.83,4.83,4.83,4.83,0.34,1.72
Seq_1172,6.88,1.59,3.70,5.29,5.29,7.94,2.12,2.12,6.35,11.11,3.17,2.65,5.29,6.35,3.70,7.94,7.94,5.29,1.59,3.70
Seq_1173,12.24,2.04,3.32,7.65,2.81,8.42,2.30,2.30,1.79,11.99,2.30,1.28,5.61,5.10,7.91,7.65,4.34,7.91,0.26,2.81
Seq_1174,6.79,1.70,5.09,5.48,4.31,7.31,2.61,5.61,5.35,8.88,2.35,3.52,6.66,5.35,5.22,10.18,5.09,5.22,1.04,2.22
Seq_1175,8.59,2.60,4.95,5.21,4.17,5.99,2.34,3.12,4.17,12.50,2.08,3.65,5.21,4.95,7.03,7.03,4.17,7.55,1.82,2.86
Seq_1176,6.81,0.54,4.48,6.45,5.73,7.17,3.76,5.91,6.81,9.50,2.51,5.20,4.12,4.48,4.30,6.09,6.45,5.38,2.15,2.15
Seq_1177,7.17,0.72,4.84,5.73,5.02,7.35,3.76,5.73,6.27,9.50,2.69,5.02,3.94,5.20,4.84,5.20,6.63,5.73,2.15,2.51
Seq_1178,7.53,0.72,4.30,6.27,5.02,7.17,3.76,6.09,7.35,10.04,2.69,5.38,4.30,4.30,3.58,6.09,5.73,5.20,2.15,2.33
Seq_1179,16.56,1.27,3.18,0.64,1.27,10.19,4.46,3.18,1.91,15.29,1.27,1.27,5.10,1.91,5.10,7.01,6.37,7.01,1.91,5.10
Seq_1180,11.40,1.66,3.80,7.60,4.04,9.74,1.19,6.89,6.18,6.89,2.61,3.09,4.04,4.99,6.18,3.80,5.94,4.75,1.19,4.04
Seq_1181,10.77,2.46,2.77,5.23,2.77,9.23,1.23,5.54,7.08,9.85,3.69,3.69,4.31,3.69,2.77,7.69,5.23,9.23,0.31,2.46
Seq_1182,8.99,0.00,3.70,7.41,5.29,6.88,3.17,6.88,5.29,9.52,2.12,1.59,6.35,1.06,9.52,4.23,4.23,6.88,1.59,5.29
Seq_1183,14.11,0.90,7.51,6.01,3.30,7.51,2.10,0.90,0.60,11.41,1.80,2.40,8.71,2.70,9.31,3.90,6.61,7.51,1.80,0.90
Seq_1184,12.04,1.00,5.02,5.69,4.01,9.36,2.68,6.69,2.68,7.02,1.67,3.34,6.02,1.67,6.02,5.69,7.36,7.36,1.00,3.68
Seq_1185,7.28,0.97,6.31,11.17,4.85,5.83,0.97,3.88,11.17,7.28,2.43,3.40,1.46,3.40,5.83,7.77,4.37,8.25,0.49,2.91
Seq_1186,8.22,0.84,5.48,6.74,4.11,6.64,2.53,4.74,4.74,8.64,1.79,3.06,6.53,4.00,6.32,8.01,5.48,6.85,1.90,3.37
Seq_1187,11.71,1.00,4.35,7.36,3.68,9.03,2.34,5.69,2.01,7.02,2.01,3.01,6.69,1.67,6.35,5.69,7.36,7.69,1.00,4.35
Seq_1188,8.30,2.45,5.66,7.36,4.15,5.47,4.15,6.98,7.92,7.36,0.75,4.34,3.58,4.53,4.91,5.85,6.04,5.85,1.32,3.02
Seq_1189,8.98,2.24,5.51,7.35,4.49,5.51,4.49,6.94,7.76,7.76,0.82,4.29,3.47,4.29,4.90,5.31,5.71,5.71,1.43,3.06
Seq_1190,5.72,1.28,4.78,8.15,5.25,4.31,2.83,6.13,5.32,10.24,2.63,4.85,5.93,4.92,5.86,4.78,6.26,6.20,1.01,3.57
Seq_1191,7.44,2.29,4.96,8.02,5.53,6.11,2.86,5.15,4.20,9.16,2.48,4.96,7.44,2.86,6.11,5.53,4.77,6.11,0.76,3.24
Seq_1192,8.33,5.39,9.31,6.37,5.39,8.33,3.43,0.49,4.41,8.33,2.45,1.96,6.37,3.43,12.25,3.43,4.41,1.96,2.45,1.47
Seq_1193,9.02,0.77,6.72,3.65,4.80,10.75,1.15,4.22,7.68,7.29,1.92,5.57,4.41,4.80,2.11,5.37,6.53,6.72,2.69,3.84
Seq_1194,7.82,2.06,4.87,4.42,4.72,6.64,1.92,5.60,6.34,6.78,2.36,5.60,5.31,3.83,5.01,8.41,7.08,7.67,0.88,2.65
Seq_1195,5.03,3.11,4.91,7.43,3.11,5.63,2.99,3.83,8.74,8.62,1.92,4.19,5.75,3.83,4.91,11.98,5.63,5.51,0.96,1.92
Seq_1196,9.43,1.35,6.06,6.40,5.39,7.74,4.38,4.04,4.38,8.42,1.35,2.02,6.73,3.70,6.06,8.42,3.37,6.06,2.36,2.36
Seq_1197,6.64,3.98,5.53,6.86,3.98,6.64,4.20,2.21,5.97,13.50,2.88,2.65,5.09,5.53,5.09,5.75,4.87,5.75,0.44,2.43
Seq_1198,8.00,1.54,5.23,8.62,1.85,2.15,2.15,3.38,10.77,10.46,2.15,3.38,7.08,1.85,5.54,7.38,6.77,6.46,1.85,3.38
Seq_1199,8.59,1.18,4.88,4.55,3.87,7.41,1.68,3.20,3.54,12.46,2.69,5.72,6.57,4.04,4.55,7.07,5.39,5.22,3.03,4.38
Seq_1200,6.33,1.97,4.59,8.30,2.84,5.90,2.84,4.80,9.39,8.08,1.09,3.06,5.90,4.37,4.59,6.55,5.02,6.77,1.97,5.68
Seq_1201,7.87,1.39,6.94,5.56,5.09,6.48,2.78,4.63,8.33,8.33,1.85,4.63,5.56,4.17,4.17,1.85,5.09,10.19,1.39,3.70
Seq_1202,13.11,1.56,4.00,7.33,5.56,8.00,2.44,3.11,4.44,8.44,3.56,2.67,6.00,4.22,6.22,4.22,2.89,6.89,1.11,4.22
Seq_1203,9.40,4.70,8.05,8.05,3.36,4.03,6.04,4.03,9.40,11.41,3.36,2.68,5.37,0.67,2.68,2.68,2.68,7.38,1.34,2.68
Seq_1204,6.74,3.13,4.70,5.96,4.55,6.27,2.98,4.86,5.02,10.34,1.57,3.13,6.11,5.33,4.70,7.99,6.27,5.49,1.88,2.98
Seq_1205,10.22,2.69,8.06,5.38,2.15,11.29,1.61,5.38,3.23,10.75,3.23,3.23,1.61,2.15,8.06,7.53,6.99,5.38,0.54,0.54
Seq_1206,8.39,0.36,3.65,6.93,5.84,7.30,2.19,5.47,8.03,10.22,2.92,4.01,4.74,4.74,3.65,6.93,3.28,5.47,2.19,3.65
Seq_1207,11.58,1.16,7.34,7.34,3.86,5.41,2.70,4.63,6.95,12.74,2.32,2.70,5.41,3.47,5.41,1.93,5.79,6.95,0.00,2.32
Seq_1208,9.98,2.98,4.47,4.25,2.89,7.75,2.06,4.60,3.55,10.16,2.06,2.19,6.79,3.06,5.43,7.44,7.49,7.79,1.93,3.15
Seq_1209,7.14,0.00,5.95,2.38,3.57,5.95,1.19,2.38,7.14,9.52,3.57,4.76,14.29,2.38,2.38,5.95,1.19,13.10,2.38,4.76
Seq_1210,15.04,0.20,5.08,8.74,2.85,7.32,1.63,5.08,2.03,12.80,3.46,2.64,3.86,3.05,9.55,5.08,4.47,4.67,1.02,1.42
Seq_1211,10.62,2.71,5.21,6.25,2.92,7.29,3.12,3.54,2.92,10.42,1.88,3.54,3.96,4.58,6.67,7.71,5.42,6.67,1.04,3.54
Seq_1212,9.23,1.54,5.23,6.46,2.77,5.23,2.77,4.31,5.54,11.38,1.54,3.69,7.69,4.31,5.54,4.62,4.62,7.69,1.85,4.00
Seq_1213,7.83,1.74,6.67,5.51,4.64,6.67,2.61,4.64,4.93,9.86,1.16,6.96,5.22,1.16,6.09,7.25,2.32,9.28,2.03,3.48
Seq_1214,7.48,0.68,5.44,2.72,7.48,14.97,2.04,8.16,7.48,4.08,1.36,2.72,2.72,2.72,0.68,8.16,8.84,7.48,1.36,3.40
Seq_1215,12.11,2.48,4.35,5.90,3.73,7.76,0.93,5.28,4.66,9.32,2.17,4.66,3.73,4.35,2.80,6.52,7.76,8.70,0.31,2.48
Seq_1216,12.27,1.84,4.91,8.59,3.07,9.82,1.84,3.07,1.84,9.20,1.84,0.61,4.29,6.13,7.36,7.36,2.45,7.98,1.23,4.29
Seq_1217,8.98,0.97,5.83,5.10,5.10,7.77,1.70,4.61,5.10,8.25,2.67,4.85,4.85,3.64,6.31,6.55,5.58,7.04,2.18,2.91
Seq_1218,8.83,1.34,6.91,4.80,3.07,7.29,1.54,8.64,5.95,8.06,2.69,4.99,4.61,2.88,5.57,8.64,3.84,5.95,0.58,3.84
Seq_1219,6.59,2.33,4.26,5.43,1.94,6.20,3.10,3.49,5.04,9.30,1.55,2.33,12.02,5.43,8.14,6.20,4.65,5.81,1.94,4.26
Seq_1220,11.71,0.90,3.15,9.46,4.95,8.56,0.90,6.76,6.76,9.01,1.80,3.15,5.41,0.90,3.60,8.56,4.50,6.31,0.45,3.15
Seq_1221,6.97,0.97,6.33,6.12,2.79,6.97,2.25,4.72,3.97,10.73,1.18,5.69,5.90,4.51,4.29,8.58,6.65,8.05,0.54,2.79
Seq_1222,5.26,2.63,5.76,5.14,4.01,7.27,2.63,3.76,6.14,9.65,1.63,2.76,6.89,3.76,8.02,11.40,5.89,4.76,1.00,1.63
Seq_1223,8.76,3.61,4.64,7.73,5.67,8.76,1.03,3.61,6.70,10.82,1.03,1.55,6.70,6.70,4.12,4.12,3.61,6.70,1.03,3.09
Seq_1224,8.74,2.19,6.01,7.65,2.19,12.02,3.28,1.64,1.64,9.29,2.19,2.73,7.10,3.28,7.65,6.01,4.92,9.29,1.09,1.09
Seq_1225,5.82,2.20,6.48,6.81,4.28,5.49,3.07,7.35,9.11,8.89,3.07,3.62,4.39,3.62,4.72,6.70,4.83,5.05,1.10,3.40
Seq_1226,12.12,2.20,5.08,5.53,1.97,8.86,5.15,3.26,5.08,10.91,1.67,4.62,6.06,3.64,4.47,6.44,4.55,5.68,0.30,2.42
Seq_1227,8.79,0.00,5.49,4.40,2.20,2.20,1.10,6.59,6.59,7.69,3.30,5.49,2.20,4.40,15.38,6.59,4.40,7.69,0.00,5.49
Seq_1228,7.50,1.88,3.75,1.88,1.88,9.38,3.12,5.62,1.88,11.25,3.12,7.50,6.25,2.50,2.50,9.38,6.25,9.38,1.88,3.12
Seq_1229,12.36,0.37,4.12,5.62,5.99,12.36,1.12,2.62,4.87,9.74,2.62,3.75,6.74,1.50,3.37,7.49,3.75,6.74,2.25,2.62
Seq_1230,6.43,2.14,6.43,6.26,3.62,7.08,2.31,6.43,5.60,8.40,0.82,3.95,5.44,3.62,5.11,9.23,3.95,9.23,0.66,3.29
Seq_1231,9.94,1.71,5.12,8.07,3.42,6.52,3.88,5.90,6.21,6.99,2.64,3.88,5.28,3.42,4.81,5.28,6.06,5.90,1.71,3.26
Seq_1232,11.46,2.50,4.79,6.46,3.12,7.08,2.71,4.17,3.12,9.79,2.08,3.12,4.38,4.38,6.46,6.88,5.62,7.29,1.25,3.33
Seq_1233,5.09,2.24,7.74,7.94,5.91,7.54,1.63,5.91,8.55,7.74,2.44,3.67,2.44,3.87,4.68,7.54,3.26,6.31,1.63,3.87
Seq_1234,14.29,0.78,4.68,4.16,3.38,7.53,0.78,6.23,5.45,8.31,2.08,4.94,4.94,1.56,4.42,12.21,4.68,5.71,0.78,3.12
Seq_1235,10.08,1.18,5.04,5.04,4.37,8.74,1.51,5.55,5.38,8.74,2.35,3.36,4.20,3.36,4.37,11.60,4.37,7.06,0.84,2.86
Seq_1236,4.60,11.11,6.51,7.28,2.30,5.75,5.36,4.60,5.36,8.43,3.07,4.60,2.68,6.51,6.51,3.45,4.21,3.45,0.38,3.83
Seq_1237,5.57,3.98,6.90,5.31,4.24,7.96,2.65,5.04,4.51,10.88,2.92,4.24,3.18,2.92,6.63,9.81,3.98,3.98,1.59,3.71
Seq_1238,6.86,0.53,7.39,8.71,2.37,3.17,2.90,5.01,4.75,9.50,1.58,6.07,6.07,7.65,5.80,5.01,2.64,6.33,2.64,5.01
Seq_1239,8.71,4.19,3.87,6.13,3.55,7.74,1.61,5.81,5.81,10.00,2.90,4.19,3.55,3.23,5.16,6.77,5.16,7.74,0.00,3.87
Seq_1240,14.11,1.84,6.75,3.68,2.45,6.13,1.84,6.75,6.75,8.59,1.23,2.45,3.68,4.29,4.29,6.75,6.13,9.20,0.61,2.45
Seq_1241,5.33,0.64,5.76,6.82,4.05,6.40,1.49,5.97,9.17,10.02,1.71,6.40,5.12,2.56,2.13,7.04,5.97,10.23,1.07,2.13
Seq_1242,10.20,3.40,7.48,6.12,2.72,8.16,0.68,2.72,4.08,7.48,5.44,2.04,6.12,3.40,2.72,6.80,11.56,5.44,0.68,2.72
Seq_1243,9.75,1.87,4.56,6.64,3.94,7.88,1.87,7.05,5.60,9.34,1.45,4.15,5.39,4.77,4.36,6.64,3.32,6.64,0.41,4.36
Seq_1244,5.81,1.74,6.40,7.56,4.65,6.98,4.65,4.07,4.07,6.98,4.07,1.16,6.40,3.49,6.40,7.56,4.07,8.72,1.16,4.07
Seq_1245,4.78,2.17,6.43,8.87,4.87,4.26,2.52,5.48,6.96,8.96,2.35,4.96,5.04,4.52,3.91,10.00,5.65,4.87,0.61,2.78
Seq_1246,7.78,3.02,5.71,13.49,3.33,6.83,3.33,1.27,3.33,8.25,2.38,1.27,5.56,5.40,9.21,5.71,3.65,7.30,1.43,1.75
Seq_1247,4.40,1.82,4.10,8.80,3.64,5.46,2.28,5.16,8.04,8.65,3.03,3.49,5.61,4.86,5.16,8.19,3.95,6.07,1.67,5.61
Seq_1248,6.48,2.19,4.29,10.38,3.81,4.19,1.71,5.52,6.29,9.90,1.71,4.19,5.52,6.57,5.05,8.29,5.14,4.67,1.52,2.57
Seq_1249,6.44,1.24,6.93,10.15,5.45,2.23,2.72,3.47,10.64,11.14,1.98,3.96,2.72,3.71,5.20,7.18,5.20,6.68,0.25,2.72
Seq_1250,6.44,1.24,6.93,9.90,5.45,2.23,2.72,3.71,10.64,11.14,1.98,3.96,2.97,3.96,5.20,6.93,4.70,6.93,0.25,2.72
Seq_1251,5.29,2.12,7.27,6.00,4.02,4.30,2.47,4.80,8.68,8.89,1.98,5.08,4.66,4.16,4.59,11.08,6.35,5.22,0.64,2.40
Seq_1252,10.58,1.67,4.18,6.96,4.18,8.36,1.95,7.24,5.29,6.13,3.90,3.62,6.13,3.34,5.01,5.01,3.62,9.19,1.39,2.23
Seq_1253,8.50,1.81,5.79,5.24,3.62,8.32,1.99,4.34,9.22,8.14,3.07,3.62,4.88,4.88,4.88,7.78,4.88,6.33,0.90,1.81
Seq_1254,10.57,1.63,5.42,7.05,2.98,7.59,1.08,4.07,8.94,8.13,3.79,2.98,4.61,2.71,4.61,7.86,5.42,5.15,1.90,3.52
Seq_1255,8.42,1.63,4.89,8.42,2.99,7.61,1.36,3.26,9.78,8.70,3.53,2.99,5.16,2.72,3.80,6.79,5.71,6.79,1.63,3.80
Seq_1256,9.77,3.01,5.11,6.02,3.76,9.32,3.46,4.51,4.21,7.67,1.95,3.16,4.06,3.76,6.32,5.71,6.77,6.77,1.05,3.61
Seq_1257,6.40,1.99,5.30,8.39,5.96,5.52,2.43,5.52,5.96,10.82,0.44,3.53,4.86,4.42,5.74,6.84,5.30,5.08,0.66,4.86
Seq_1258,6.74,0.00,4.49,3.00,1.87,18.73,0.37,4.12,4.49,5.24,1.87,7.87,4.12,4.12,3.00,6.37,9.36,6.74,4.49,3.00
Seq_1259,9.48,0.43,2.59,10.78,5.17,10.78,2.16,0.43,3.45,14.66,1.72,0.43,6.90,1.72,8.62,3.88,3.45,8.19,1.72,3.45
Seq_1260,5.24,0.52,9.42,2.62,7.33,8.90,0.52,6.81,3.14,5.76,2.09,4.71,3.66,7.33,7.33,7.33,4.19,6.28,2.62,4.19
Seq_1261,7.55,1.26,3.77,11.95,5.03,8.18,3.77,5.66,10.06,6.29,1.26,2.52,4.40,1.89,1.89,1.89,5.66,11.32,0.00,5.66
Seq_1262,7.55,1.26,3.77,11.95,5.03,8.18,3.77,5.66,10.06,5.66,1.26,2.52,4.40,1.89,1.89,2.52,5.66,11.32,0.00,5.66
Seq_1263,5.71,2.86,4.44,7.62,6.98,8.89,4.13,4.44,7.62,8.57,2.22,3.49,7.30,2.86,2.86,4.76,4.13,7.30,0.32,3.49
Seq_1264,10.76,1.27,5.70,6.33,4.43,3.48,2.53,5.06,6.65,9.81,1.27,3.48,6.65,4.75,5.06,8.54,3.80,6.65,0.63,3.16
Seq_1265,14.59,0.94,6.43,6.24,2.44,9.47,2.91,3.71,1.03,10.08,1.78,1.50,5.44,3.05,6.47,6.05,6.05,8.49,1.45,1.88
Seq_1266,8.89,4.44,7.41,5.93,7.41,7.41,2.22,4.44,6.67,8.89,2.22,8.89,5.19,2.22,2.96,3.70,5.19,4.44,0.74,0.74
Seq_1267,9.63,4.44,5.93,5.93,7.41,8.15,1.48,3.70,5.93,10.37,0.74,9.63,4.44,2.22,3.70,5.19,2.22,6.67,0.74,1.48
Seq_1268,10.37,4.44,6.67,5.19,7.41,8.15,1.48,2.96,5.93,8.89,1.48,9.63,5.19,2.22,3.70,3.70,2.96,7.41,0.74,1.48
Seq_1269,7.64,2.00,5.73,3.82,5.64,6.17,2.08,4.13,4.69,8.25,2.34,5.04,6.25,3.95,4.65,7.03,7.99,7.47,1.61,3.52
Seq_1270,7.87,2.04,5.78,4.00,5.82,6.04,2.04,4.17,4.56,8.39,2.26,5.13,6.04,3.78,4.69,7.08,7.74,7.48,1.61,3.48
Seq_1271,7.10,3.48,5.39,4.60,6.00,6.61,1.59,5.39,6.29,8.76,2.20,5.51,2.99,2.72,3.04,6.63,5.61,10.60,1.40,4.11
Seq_1272,6.24,2.34,4.51,6.59,4.42,5.90,3.47,3.56,5.81,10.15,2.52,3.21,6.33,5.38,5.81,6.76,5.12,6.85,1.82,3.21
Seq_1273,5.94,2.33,8.01,5.68,5.43,5.68,2.84,4.91,7.49,9.56,1.55,3.88,3.36,4.65,5.17,5.17,4.91,6.98,2.33,4.13
Seq_1274,15.86,0.69,3.45,5.52,4.14,9.66,1.38,7.59,2.76,11.72,2.76,0.00,3.45,1.38,4.83,5.52,5.52,11.03,2.76,0.00
Seq_1275,8.43,0.60,9.64,4.22,3.61,10.24,1.81,7.23,6.63,6.63,0.60,1.81,7.23,1.20,4.82,9.04,3.61,10.24,0.60,1.81
Seq_1276,8.83,0.35,2.12,2.83,9.01,10.07,4.06,5.83,1.77,9.89,5.30,2.83,5.30,2.12,2.83,5.65,6.36,7.24,3.36,4.24
Seq_1277,7.12,0.89,6.82,7.42,3.26,5.34,4.45,4.75,4.45,13.95,0.59,2.97,5.34,6.82,7.12,4.45,4.15,5.64,0.59,3.86
Seq_1278,8.60,0.72,3.05,2.33,8.60,10.04,4.30,7.17,1.61,9.14,5.38,2.87,5.56,2.15,2.69,4.84,5.56,7.35,3.23,4.84
Seq_1279,6.46,1.40,6.18,8.43,5.06,7.87,2.53,5.06,8.43,9.83,2.25,3.93,3.37,3.37,5.06,5.06,5.62,6.18,0.56,3.37
Seq_1280,5.98,1.74,3.86,5.60,3.86,6.18,5.02,2.51,5.21,6.56,3.47,3.47,9.85,5.98,4.05,10.81,5.79,5.21,0.97,3.86
Seq_1281,8.55,1.05,6.46,2.97,3.84,12.39,2.09,2.79,7.33,7.68,3.66,5.93,5.24,3.14,2.44,4.01,6.63,6.28,3.66,3.84
Seq_1282,6.99,0.87,5.68,5.24,4.80,6.99,2.62,7.42,5.68,10.48,3.93,2.62,4.80,6.55,6.55,5.68,3.93,3.93,1.31,3.93
Seq_1283,6.47,5.04,5.76,4.68,4.32,6.47,1.44,4.68,5.40,9.35,1.80,4.32,4.32,3.60,7.91,8.99,5.04,4.68,3.24,2.52
Seq_1284,6.37,1.73,6.05,7.88,3.56,5.40,3.78,5.94,6.37,8.75,2.48,3.78,5.40,4.32,5.40,6.37,4.86,7.13,0.97,3.46
Seq_1285,10.59,0.00,12.94,8.24,8.24,9.41,2.35,7.06,8.24,5.88,3.53,2.35,2.35,2.35,5.88,3.53,4.71,2.35,0.00,0.00
Seq_1286,9.06,0.94,4.91,6.79,3.96,6.42,1.70,5.09,6.79,6.98,2.83,3.40,4.34,3.96,10.94,10.38,4.15,5.09,0.38,1.89
Seq_1287,9.06,0.94,4.91,6.79,3.96,6.42,1.70,5.09,6.79,6.98,2.83,3.21,4.34,3.96,10.94,10.57,4.15,5.09,0.38,1.89
Seq_1288,5.94,3.63,8.91,6.27,5.61,5.94,2.31,5.61,8.25,6.60,2.31,4.62,3.96,3.63,4.95,6.93,4.95,5.94,0.66,2.97
Seq_1289,8.84,2.54,7.76,10.17,2.95,6.96,1.61,5.76,4.55,7.63,1.34,3.48,8.57,3.75,5.49,7.63,3.35,4.95,0.54,2.14
Seq_1290,5.40,3.16,3.93,8.08,3.49,3.97,2.50,4.22,8.45,8.78,1.76,6.98,5.14,5.95,3.53,9.66,6.50,6.02,0.44,2.06
Seq_1291,6.17,3.37,4.46,8.58,4.06,4.46,3.32,6.23,5.60,11.21,3.03,3.43,4.40,5.20,4.63,6.75,4.35,5.89,1.32,3.54
Seq_1292,10.41,0.95,7.26,5.99,4.73,6.62,3.15,2.21,3.15,11.04,2.84,4.10,4.42,6.62,4.73,5.68,3.79,5.99,2.21,4.10
Seq_1293,6.13,1.23,3.68,9.20,4.29,9.20,2.45,4.91,6.13,5.52,2.45,3.07,4.29,4.91,8.59,14.11,3.68,2.45,1.84,1.84
Seq_1294,9.52,1.59,7.14,4.76,3.17,10.32,5.56,9.52,7.94,7.14,3.17,1.59,5.56,4.76,3.17,4.76,1.59,6.35,0.79,1.59
Seq_1295,7.94,1.59,7.94,4.76,3.17,10.32,6.35,9.52,7.14,7.14,3.17,1.59,5.56,3.97,3.97,4.76,1.59,7.14,0.79,1.59
Seq_1296,12.70,2.31,6.00,4.39,2.77,10.62,1.85,6.00,5.31,7.62,5.31,4.62,5.31,2.54,3.70,4.39,3.70,7.16,0.69,3.00
Seq_1297,4.21,1.05,8.42,8.42,4.21,7.37,2.11,5.26,8.42,5.26,4.21,4.21,4.21,9.47,5.26,3.16,6.32,6.32,0.00,2.11
Seq_1298,5.88,1.36,4.98,11.76,5.88,6.33,1.36,9.05,9.95,8.60,1.81,2.26,5.43,1.81,3.62,5.88,2.26,4.98,3.17,3.62
Seq_1299,14.29,0.68,4.08,5.44,4.08,9.52,4.08,6.80,10.20,11.56,2.04,4.08,3.40,2.04,1.36,3.40,4.76,6.12,0.68,1.36
Seq_1300,14.29,0.68,4.08,5.44,4.08,9.52,4.08,6.80,10.20,11.56,2.72,4.08,3.40,2.04,1.36,3.40,4.76,5.44,0.68,1.36
Seq_1301,7.69,1.05,8.04,6.99,5.24,4.20,2.80,6.64,6.99,5.59,1.40,5.94,3.85,6.64,4.90,5.24,5.59,5.94,1.75,3.50
Seq_1302,14.08,1.44,6.14,6.14,3.25,8.66,2.17,6.86,3.61,7.58,2.53,3.25,3.61,1.08,3.97,5.78,8.30,9.03,0.72,1.81
Seq_1303,3.71,1.59,7.16,6.90,6.37,4.77,2.12,5.84,6.63,10.61,2.39,4.24,3.18,5.84,8.22,5.57,4.24,7.43,0.80,2.39
Seq_1304,7.91,0.56,9.60,7.91,4.52,6.78,1.69,7.34,8.47,7.34,1.13,6.21,4.52,4.52,2.82,2.26,4.52,8.47,1.69,1.69
Seq_1305,4.95,4.02,7.12,6.50,5.57,6.81,1.86,6.81,7.12,11.76,2.17,4.02,5.26,4.02,5.57,4.33,3.10,4.33,0.93,3.72
Seq_1306,6.00,0.67,12.00,15.33,5.33,6.00,0.67,6.00,7.33,8.00,5.33,3.33,0.67,4.00,2.00,4.00,4.67,7.33,0.00,1.33
Seq_1307,6.37,0.00,11.46,8.28,7.64,7.01,0.00,5.73,9.55,8.28,7.01,5.10,3.18,2.55,3.18,5.10,5.73,2.55,0.00,1.27
Seq_1308,5.88,1.18,8.47,8.24,3.53,5.88,4.71,5.41,5.41,7.76,1.41,5.18,5.65,3.06,2.59,9.41,4.94,6.35,3.06,1.88
Seq_1309,8.58,0.59,7.99,5.33,3.85,7.99,1.78,6.21,9.17,6.21,2.37,3.55,3.25,0.89,3.85,6.80,6.21,11.24,1.48,2.66
Seq_1310,10.65,1.72,6.53,5.15,3.09,7.90,2.06,6.87,5.15,6.87,4.81,3.44,4.47,4.81,5.50,4.81,4.47,8.25,0.69,2.75
Seq_1311,4.95,4.02,7.12,6.50,5.57,6.81,1.86,6.50,7.12,12.07,2.17,4.02,5.26,4.02,5.57,4.33,3.10,4.33,0.93,3.72
Seq_1312,7.96,1.10,5.19,5.30,5.19,6.85,2.32,4.09,7.18,9.06,2.54,3.43,3.76,3.54,5.97,7.51,5.97,7.96,2.10,2.98
Seq_1313,5.37,2.18,5.81,8.71,5.22,5.81,3.05,4.64,8.13,11.18,3.48,2.47,4.50,4.64,6.10,5.81,3.34,5.37,1.02,3.19
